X0,X1,X2,X3,X4,X5,Y
1.0,417.3697615743226,484.867892098806,84.48821343295475,-53.2892979599305,-763.2363354857382,1277.0081860491061
1.0,538.90974546,446.4176511545212,79.45089366175397,-63.912953115940354,-363.96718287516063,479.5411858307504
1.0,474.1136129541204,459.22563787350776,80.05607025949985,-58.75728287712699,-609.2634126150388,963.1383559038037
1.0,705.7857120424509,454.22296311749653,79.44915857008345,-64.71766088240658,-370.5304550931645,400.78596390629826
1.0,527.7595016640646,414.0743261422691,80.33633923253798,-61.02391048203455,-360.52903348922786,476.2101346266802
1.0,602.3016730059642,481.63685706240483,84.57232939386832,-56.75635953928378,-509.22289535030643,710.3096355933327
1.0,700.7039947776195,437.4875980881135,73.88395260370021,-58.88370293637514,-707.8235226419254,1005.5824490273352
1.0,550.459613010066,492.24140418583727,86.37487652533645,-61.928626544515524,-448.39028032555683,641.002910746622
1.0,587.4375963570136,452.523695535406,88.41245189631046,-61.141028677809786,-595.1230915019551,884.0718636180868
1.0,394.9524225996906,478.6672339621086,76.09608694570395,-56.25460023829763,-410.1988430343684,644.4496903392571
1.0,721.2166182858525,485.141778625663,73.76358910722168,-60.25249973828776,-732.5780139609956,1046.5883683806208
1.0,635.2795894940753,419.362709969642,85.5522003167372,-55.69234648842821,-674.4619402802907,986.1756032953784
1.0,605.1262105555589,488.05395435599434,79.50481160057127,-61.85230741121723,-385.92598699122414,489.2264141250994
1.0,526.4864485995685,488.0704185201398,80.291728494343,-55.177448682227975,-696.2466040112469,1097.6756002454515
1.0,561.3529343775897,431.8127855089832,78.97575940500512,-57.41876408390442,-402.78755264116387,535.3282104051865
1.0,610.3347083744145,408.64632087278045,88.12012388031239,-56.59912662146532,-385.22213620472587,481.20170702259014
1.0,651.9111338276689,487.83141733078264,73.2540149009017,-57.87049693092594,-347.2151700423356,392.80849298933754
1.0,611.1935572653914,493.15088161559095,81.32981264199125,-57.368356067941185,-732.979295805454,1118.2968737483495
1.0,593.4753737032607,418.8202054789106,83.93460508619071,-55.7959663020593,-599.1479611546835,873.546993724071
1.0,572.0500704112956,482.61658084374164,82.98631605930922,-61.67219519698533,-574.6107504262889,852.926809669987
1.0,555.450238078154,413.9688322408347,82.12747303292818,-57.46641513765209,-460.61390187336,644.9468227079493
1.0,682.3183367874581,402.71926605334187,74.45141161484396,-63.304362417873485,-585.8827219299067,788.0748532804761
1.0,740.93800886841,492.1376250309195,75.91695791775038,-59.87550254072074,-708.5413561391099,1000.1527770826124
1.0,736.8343183106883,489.0228044480763,69.24996869964953,-64.08356334151165,-454.31135737984295,537.2618726233658
1.0,671.1699801009634,410.2833296967491,81.37708500499954,-58.13014901633954,-456.29531550841097,570.1944144135509
1.0,421.1359099808583,473.6232256946925,74.46798670314664,-58.06689239202405,-337.45872273960236,493.169058728271
1.0,385.2302752688889,456.6317449779265,73.43732523531386,-60.720031451521976,-444.4749768252775,703.2819069597606
1.0,611.7015574541465,440.19596649279526,82.83021408358341,-59.941147913196204,-456.5628408935143,613.9863108365473
1.0,673.0625180589359,432.11798439944715,82.03965756292227,-61.13354115755853,-347.08065629919014,376.60954695898266
1.0,420.93122903621787,480.6264480651191,90.08333777645899,-56.25362461899029,-612.618508807345,1008.144712284173
1.0,762.8733885551187,482.99088341883095,78.67112264422857,-59.359571178942346,-614.9729490092027,821.826739789851
1.0,610.3073173375644,426.89710760257515,80.07999157550002,-57.28757186762234,-666.1975947576433,988.5873997091015
1.0,440.7928222653229,477.9067098735393,86.49889421611276,-62.16892732678194,-596.7637280109798,965.6241619409351
1.0,633.408421052788,451.2498571246058,75.8538276848951,-53.54604790015035,-380.79167072371814,455.2311547257987
1.0,511.81961152545864,444.9712597800277,81.63235251829617,-58.99328520218335,-690.6701225329326,1090.9113439377961
1.0,387.8269560739871,494.4757123761744,81.64997324017726,-57.1526160310617,-340.87686922205916,532.5408165985002
1.0,594.0257024162636,466.52183138121086,71.68945546762389,-56.8643521634721,-518.5783861067632,737.3078027826103
1.0,520.7666855964559,408.9680235165326,75.3612233086307,-59.65650013157634,-624.6658267930535,952.349611333932
1.0,509.3793553176272,417.7784965151695,85.93563133560228,-60.216448073129165,-769.568924533429,1233.0331638490713
1.0,737.4871219600382,455.26943278079773,76.37609786455948,-58.891160972415456,-355.0709155984175,363.23446984919923
1.0,421.10031323758443,462.7886452989202,80.63424505604821,-57.24339717576486,-398.80165599301716,613.0532793905353
1.0,432.8893887914032,456.99747264607777,78.09071422592116,-62.58866244203419,-489.5144155518297,767.5490224706326
1.0,617.0164474458136,428.5195500043835,71.73514912801636,-58.90484214589097,-696.3741922942854,1028.456519037355
1.0,695.3089169419474,401.477113065441,84.51108333274283,-56.70633258052422,-531.2661653326873,695.6582288143145
1.0,720.744938847049,489.62001011026774,84.56182146965045,-59.21189350176751,-607.5472889588731,835.3278040978021
1.0,685.7864758018789,449.71597759709226,74.62404246123795,-54.45314349688323,-705.9030424078323,1013.492385401265
1.0,549.1490062844248,410.2420321577258,83.36368174282157,-53.16247526800725,-647.379042813909,982.8531421645246
1.0,727.5211117828735,417.81593291669503,78.50924818243777,-57.8219832567201,-372.9982108059234,391.67113075310687
