X0,X1,X2,X3,X4,X5,X6,X7,X8,Y
1.0,93.30841570984148,-37.46393057768334,-82.65370708199221,-93.79293112573804,85.21070991143692,73.2468814219091,7.357137528830996,-541.556980321006,-207.7033622255584
1.0,90.91187650532467,-33.81668596773335,-83.46834042699932,-94.52004016067374,89.0404529920879,71.40424194781569,6.581235732856889,-499.8583029816917,-205.1862949320269
1.0,99.68750670636972,-37.17002581128273,-83.96137550324877,-93.12579937533992,83.74599650969705,74.47118976581942,7.359118089801194,-592.7466146347289,-232.2521590121805
1.0,92.25396464401562,-35.797139856780305,-81.07103236698228,-94.2460142393621,90.38656654406154,71.61971451992412,7.848344335134121,-128.8443574177595,-44.10210166711882
1.0,93.25493480244268,-36.21647517090836,-83.14143822486763,-94.52496005177109,83.87459390235833,75.98316317683891,7.9765591968984495,-479.3538644509808,-188.38302631714916
1.0,96.06098098839811,-40.0736598802778,-82.49528164891032,-95.09470646602878,87.28568845426446,72.23308388363367,3.866862373700185,-496.62693352437157,-196.4134640095692
1.0,93.68420659993544,-36.79243020179092,-82.17221894265938,-94.72656401366255,87.29291271372014,72.89414329944468,2.848086492215166,-734.6003058364471,-296.7764004205627
1.0,102.72941965637814,-40.709515386732924,-81.33348377151353,-97.02874627311665,89.93975173713538,71.08041550418609,7.997906752275423,-942.9761846463779,-373.4612778626389
1.0,94.95358910169203,-39.03103989811724,-82.24717930354454,-96.25712361715229,90.04543558953999,70.05038489985984,0.22665141952805534,-745.0237979309834,-298.8630386522849
1.0,93.60534430899968,-36.402940844458136,-82.0299824657008,-94.26727547703955,87.09780676329092,76.41199619784364,5.995489592313976,-413.8307083623937,-153.82244121465718
1.0,99.61138035796267,-35.56474398753196,-84.38739264487357,-97.73690698393345,83.05376852182641,72.52114032702323,6.498671608769443,-338.0756662893897,-137.03367084214037
1.0,95.32672340977662,-37.246766290176936,-81.33053581760801,-94.28341674736808,83.104548483628,73.18571190627652,7.641857974861281,-876.8897207312318,-346.21287087067196
1.0,104.50640355401183,-36.327375941612615,-82.54518113677703,-93.86602276126682,91.53467062266164,77.65561728180603,12.540281024754401,-110.3821220660966,-30.53616223635588
1.0,99.31847674175958,-38.73328858546653,-81.3425343447038,-93.17245625598792,86.61611036835095,72.14716529621707,9.485103553684173,-264.22904156902075,-95.98701230182124
1.0,93.00365028103998,-36.852803836711686,-82.20387069390286,-96.10783432394948,86.54713219685469,74.38193979694519,6.286122594476815,-408.3095092466226,-158.67477486876209
1.0,90.95842530385686,-36.87012029969726,-82.87133812058481,-94.32696347185409,83.49979285153195,74.31395303057859,4.996268853102675,-644.242716366181,-253.97649543791042
1.0,94.38513154095362,-37.17783505351537,-81.77868482591023,-94.32701818087646,90.30187161343231,70.19283497958305,8.088926603353265,-919.5516000615436,-372.1855058259775
1.0,96.04627053337119,-39.30347443334722,-80.75089657964276,-93.01701690729985,88.02882041066083,70.08865388761922,13.281474736774124,-481.6955541747537,-187.22058300329184
1.0,100.70670776217739,-37.692356033073466,-82.38683045589217,-96.77052513417303,88.64594432151401,71.01959373579298,11.294105065065882,-234.44533791891593,-92.59589749831382
1.0,93.99313890587038,-35.56221148007274,-83.45111627839125,-93.12262773765492,87.42516639624678,75.61541563796162,1.9019264769636024,-856.5814801525911,-343.15380347471694
1.0,96.97937729725892,-37.607330331328974,-81.97898018253872,-96.13451606776884,85.95495289276762,68.81125173189659,5.737536553090914,-756.1297880342506,-306.72783900801284
1.0,95.04322191199628,-38.80711132775723,-82.80099669200358,-96.07560415185563,86.69789173538885,73.5814710219257,4.569848725975781,-481.1605791720271,-191.76771567645756
1.0,95.2026841914815,-41.354940440207,-83.6709099809159,-93.67214156253603,88.3239196792443,71.18945907563442,2.326807302131339,-160.69228406941954,-60.803816903744355
1.0,92.52957818234785,-39.58709088391677,-80.4701322096038,-96.76197609840638,79.82763135813798,72.6375899729907,6.400552984879912,-829.3732149062148,-326.8331737177399
1.0,95.53025240958321,-38.98289850192952,-82.06034173038135,-93.35613680129637,83.8005451061508,73.73862730200315,10.228261811237667,-940.3455869936096,-369.86884593070454
1.0,100.7982289497184,-36.26975673096025,-80.76947629225324,-94.18851247938544,86.75322260140425,69.98980301316605,4.415543322622906,-96.68873247873842,-36.87914154727595
1.0,101.81852684329876,-40.64887315468491,-83.3406007018379,-95.8737671845698,85.03321366871963,74.63091219115667,11.82519242217543,-514.4351220196174,-196.20871384818298
1.0,95.53636889070243,-37.0495024195451,-81.81233756928705,-94.27809167807564,82.23694229051667,76.13421600807017,4.441757021821482,-895.1873588237963,-354.46019200953424
