X0,X1,X2,X3,X4,X5,X6,X7,Y
1.0,21.951220744774346,-576.9090096673319,558.3558500572886,-17.70781935895283,51.0,17.7964104757931,-49.58616818544159,144.33105048971794
1.0,20.239008127076737,-675.2139399904102,472.38337169766146,-18.018823477773775,51.0,19.987303923203832,-43.45654120223509,127.32487109726044
1.0,20.92349127548465,-827.220578112015,553.0565646096011,-18.195434577121837,51.0,18.644458946879944,-46.78449819373098,134.69530171889218
1.0,22.194337912005793,-691.4983355270962,661.9251388521304,-17.954718876437283,51.0,16.257324020746754,-43.876531943982336,140.74092195378736
1.0,20.860663441238465,-696.890263020709,633.8925683992788,-17.795993513174132,51.0,15.77539286196114,-44.95169515255782,144.0891533550954
1.0,20.537616847283452,-338.9261459388882,571.1253541664742,-18.276283002057642,51.0,15.377614065785124,-47.78269263396149,143.16906010455494
1.0,21.27180874238308,-535.6111487757207,614.7471715828287,-17.918859894728655,51.0,20.32888981504203,-44.35310535035177,145.52667619767453
1.0,21.71239177613148,-268.7656310982154,512.2791565394392,-17.49520497485047,51.0,19.256334120857925,-44.45759420739393,131.8873731274206
1.0,21.45538383832175,-869.9533520436383,491.80983446558525,-18.138039806111777,51.0,15.352531258649105,-43.84855819265559,126.21571270568383
1.0,21.096781153338654,-819.2502699078393,552.8414555929205,-17.680056897853518,51.0,17.331631548851533,-47.37555434932211,146.69589433120154
1.0,21.538756577609607,-622.9467653362037,533.5707052794618,-17.774098770024747,51.0,18.67334840949832,-45.76669395029016,134.4120618580466
1.0,19.664636366202494,-365.3074503661144,361.77617731005813,-18.23592898987815,51.0,19.481755179245603,-46.19571948233015,119.84714162303402
1.0,21.16211510263318,-236.5684002371604,527.0157633929375,-18.096777452166528,51.0,12.350684515605614,-52.484801125368406,144.69115196563448
1.0,20.84386463398356,-207.63463855349517,492.10193855592087,-17.20501807310263,51.0,15.531303814540651,-47.91915921155273,133.49757207825192
1.0,21.143567958927772,-220.33719319898853,402.4024314167872,-18.000228579511255,51.0,16.481592451268455,-44.921488089363066,127.07816795801577
1.0,22.38036421013392,-329.94836022130823,669.1432095612204,-18.332487351978116,51.0,18.60246099287422,-49.70570692793977,152.31649155581573
1.0,20.831178942186952,-148.02242821574907,529.1001490385682,-16.917061747251957,51.0,18.385136274280182,-49.108625531977715,142.246507986082
