X0,X1,X2,X3,X4,X5,X6,X7,X8,Y
1.0,-210.08221701771686,-12.0,515.7948713931758,-97.15169455376167,-94.00677268245089,-100.0,-30.0,639.214656253607,304.04148896751815
1.0,136.42151531654758,-12.0,-23.299185270270556,-93.96141959270436,-92.98756956035618,-100.0,-30.0,641.3579667715198,-136.68143698862212
1.0,-11.12445386013178,-12.0,-15.901678659554307,-97.54262303937233,-93.71761650306128,-100.0,-30.0,501.38169797544367,-87.87131180046744
1.0,-410.6636908412793,-12.0,493.6541179513606,-93.76163699069619,-95.17545533670041,-100.0,-30.0,545.8845276470854,348.0598561888649
1.0,24.44934780473659,-12.0,160.866118108359,-94.01968168916659,-92.82956470712678,-100.0,-30.0,642.6099862098142,12.073179954611675
1.0,-621.7149525973007,-12.0,699.552729284111,-91.11327731334474,-93.56428674671241,-100.0,-30.0,711.8171221526975,548.2645412579757
1.0,134.82402100660556,-12.0,51.684511030245744,-94.30082129943362,-92.89099022727606,-100.0,-30.0,518.7137426942843,-94.41842691285278
1.0,541.9010620273573,-12.0,64.1963639979162,-96.49057955480535,-93.91969136184792,-100.0,-30.0,511.86055044798144,-220.17014370268072
1.0,139.98197165755187,-12.0,650.2424741282565,-93.23610161345161,-94.2566798272439,-100.0,-30.0,462.99150945928756,267.8145440716484
1.0,-292.16055751373335,-12.0,637.6413353156901,-98.13733224109791,-90.12572837800788,-100.0,-30.0,716.8446760960243,407.45331149242395
1.0,620.3739726003821,-12.0,393.70247618389897,-93.17731825386991,-92.78245535095195,-100.0,-30.0,671.8774153088204,-46.44099889602154
1.0,-437.7232665106743,-12.0,91.81268866588266,-97.17487395656615,-92.82375168057814,-100.0,-30.0,487.2160729884287,119.99414875204491
1.0,-64.46307586690148,-12.0,439.98792481984594,-92.7014799141545,-93.43068940788372,-100.0,-30.0,551.3335827385276,205.8967328855607
1.0,535.1329102607506,-12.0,166.93074909315828,-92.98121679418414,-92.49349496342833,-100.0,-30.0,459.8629731267478,-157.96312368125984
1.0,667.4889361270943,-12.0,812.3730274095082,-96.38578046421647,-93.7762928624656,-100.0,-30.0,646.4415037091803,198.35592497572785
1.0,208.98781935479587,-12.0,565.9195664098934,-92.07516196787793,-91.5183993763592,-100.0,-30.0,548.3578462201604,201.9122205364643
1.0,291.61097477949806,-12.0,374.36791994365535,-91.81638099225124,-91.22594574847359,-100.0,-30.0,668.7772925102345,55.50339542485024
1.0,-26.79606724965629,-12.0,123.27825887804431,-92.52736393729148,-94.8287457527395,-100.0,-30.0,515.7135930243902,-0.8429728922063188
1.0,544.8406292146419,-12.0,699.3482140988082,-98.36400780470301,-92.08677647566495,-100.0,-30.0,600.4880981328777,171.37743402785745
1.0,-424.1207839157055,-12.0,95.66863508486938,-97.76903282014189,-93.04858746424502,-100.0,-30.0,635.7992375871245,114.12127306691059
1.0,-676.1607287539039,-12.0,15.085091563612963,-94.39632218545158,-93.00625121863055,-100.0,-30.0,589.5459785373388,140.36953096877417
1.0,38.771247416392725,-12.0,460.69590888608434,-92.62740150677789,-90.54760730983195,-100.0,-30.0,494.5484800795147,191.11725349985443
1.0,-217.61549068881845,-12.0,880.2097996530692,-92.23899616645933,-94.85660429124303,-100.0,-30.0,607.4042545400438,527.4426670806503
1.0,-486.18583977302745,-12.0,648.7129437382009,-94.82495803002057,-93.1867801359905,-100.0,-30.0,496.394277822467,470.5646917068704
1.0,-547.7324280661336,-12.0,101.07790800084103,-92.10522547284177,-91.58698290503119,-100.0,-30.0,583.5926245666236,163.38223310408924
1.0,-708.7582382294315,-12.0,413.36006749691137,-97.93258038135296,-91.33668203581283,-100.0,-30.0,701.4639534472254,405.65787330743507
1.0,-112.09561503843793,-12.0,720.876142706739,-94.72862454308019,-92.7257136506481,-100.0,-30.0,533.1743150182699,395.75404236925186
1.0,-143.00589607828738,-12.0,903.4125866271652,-98.79502949837612,-94.02245562185432,-100.0,-30.0,683.2465880034948,516.4788853202439
1.0,-858.07463415471,-12.0,134.88180781206188,-95.38635257585617,-91.71066167544647,-100.0,-30.0,628.1084955769496,274.01621250729585
1.0,699.0423808922831,-12.0,-137.2173071122108,-103.03055836976365,-94.27598500759792,-100.0,-30.0,474.0110237579187,-397.1953643059758
1.0,-855.2430961760841,-12.0,-125.86696759937402,-92.03958820920981,-93.66371775326063,-100.0,-30.0,633.1305919358858,118.45364374846133
1.0,-902.3991025001802,-12.0,498.7371527956964,-97.4194653322954,-94.14012673299645,-100.0,-30.0,487.2392662907407,515.5684595060845
1.0,-432.4225961323948,-12.0,632.268424688669,-94.7644086358302,-93.40877231792626,-100.0,-30.0,714.6598048048875,444.5645745898741
