X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y
1.0,25.56745526093492,-23.825367763482298,-711.4804079584676,26.989037409131015,-242.11373542790858,395.3849553560931,70.32863933103144,-370.87686078408746,-6.378286261986301,688.9125681137989
1.0,25.545921055423687,-23.42429056424157,-786.5186039563157,26.974612271245412,-325.9149070198726,467.5946340606049,75.36115518484735,-398.8018437214109,-5.041383205390099,747.7677389302271
1.0,25.855745878694854,-24.371454866114853,-814.8678649079936,27.025099344070156,-231.15636748550855,420.01471721154405,71.09155254060425,-435.5446860165285,-5.352593204244526,798.2908342548513
1.0,25.786887826094812,-24.181443236791488,-829.8855507709379,27.01012598868039,-260.3412041497405,535.6080384545872,76.80097256204553,-395.6125511191945,-7.0339432750672914,761.8121091915649
1.0,26.07752338098452,-23.772783202958884,-785.1919261340145,26.971690490839855,-241.0637670912891,133.98098000311066,72.68780787447989,-440.23664083140034,-6.559914808569595,853.1114986771639
1.0,25.808724982836658,-24.05921969270145,-850.2743334601862,26.98973531739615,-271.94371522871336,211.57928686423242,73.10370554467147,-416.05107373882606,-5.297715477060952,880.5451897075828
1.0,26.14919885306717,-23.32550955758355,-770.8982105853821,27.027695075944646,-325.71627856352313,176.35931795270707,77.89540788620725,-456.4983230044773,-5.676786663430481,830.2054005802644
1.0,25.978939259787435,-23.827752789040442,-646.9969466611864,26.991047150334694,-291.9353111587579,292.28696281735654,76.28744712836756,-361.4066641873532,-5.974459176637729,668.9951792113962
1.0,25.923432440552936,-24.067201435224113,-837.9238400389179,26.974668379662702,-292.9438618771959,186.4755411063196,74.1972828131496,-418.62428729305117,-5.193037690261696,874.0707460276756
1.0,26.016403702889384,-25.488250647545954,-826.7155686217247,27.042886404189847,-229.91874615047556,209.40434319717906,75.9408073807604,-440.6260180745583,-5.6129280093663665,869.2693599939591
1.0,26.139954418351188,-23.59782194904518,-849.7670105624243,27.0243324601416,-278.40555421291845,296.5718107923768,78.873604400723,-329.89564990173,-6.112743240060804,823.499060775328
1.0,26.208317715900478,-23.701900888969337,-653.1552150079237,27.003725442549257,-240.83495362017993,221.83713011139523,76.0668207968145,-368.0539754046361,-8.055991804826126,693.2213294027974
1.0,25.866593047045768,-24.01898519390211,-632.6643204294394,26.961893238476065,-309.5589595474334,331.6243581271234,68.54407759330799,-349.9575962706429,-4.917559549541132,637.0417954588677
1.0,26.114365577166364,-23.477844383446424,-737.3667872502092,26.961325265342673,-312.4455014957489,492.5860418911801,73.49165130662846,-454.9695626722606,-7.140502144808556,718.7021623085446
1.0,26.42121420751463,-24.743947493204185,-726.8564013252198,26.99555557891829,-226.57180741864235,486.9572154998823,72.1240377617317,-312.13433142698295,-5.281766136382879,666.206696486433
1.0,26.291751356199896,-24.50868965549341,-742.0641774424575,27.03716619859311,-247.50335175806856,403.3443361181968,77.93585687400964,-383.50845120510303,-5.938289712974395,727.3233285334877
1.0,26.021501185901535,-23.74472028773986,-853.3138397111044,26.99393172944017,-330.7164393333793,136.7294351898159,64.94369440443187,-423.6760371568232,-5.75388507334265,903.8577836163247
1.0,26.08509656343224,-24.126719031186994,-777.2326693795617,26.973962346920693,-274.3692029121132,336.57121686274684,75.70882062234614,-361.7419213100086,-6.133174445769845,762.2825585549513
1.0,26.11020373465537,-23.155414683757297,-742.2380792903379,27.022664439912823,-293.23191292935536,547.0144138311065,68.44671655178487,-367.1250465000153,-4.889024075357919,675.4199704644652
1.0,26.200180396547058,-23.245748989471068,-779.0491886838249,27.007110042857885,-292.76535426145426,163.93641227170608,70.73347864556237,-393.29784340845316,-5.1521977882231536,817.4118003991609
1.0,25.680706309337012,-23.843713637142162,-696.384616945264,27.00924984769499,-295.5097531299605,568.969843327689,78.24270511618009,-393.24708738395736,-5.333547697727457,643.0490227371328
1.0,26.323973528894424,-23.886176588455168,-643.8876729067127,26.98806221749719,-283.1275577726587,519.9268837478005,73.1742656005052,-408.7753323839315,-6.042054471724997,618.6187834153035
1.0,26.07159963897421,-24.285356014826547,-659.3627216963948,27.01386467513466,-291.8833093783452,574.1268543070685,83.73728804622726,-453.7619115240756,-4.727423191104503,627.726039093894
1.0,25.92189400421751,-23.384484726233715,-821.7940375656709,26.9815836477816,-237.2253349043291,410.73927237750297,74.24260197860437,-452.2631067194222,-5.711874403812635,807.1437024308777
1.0,26.083644979827874,-22.91852030879673,-620.2614623758634,26.980290314978205,-233.1321286881019,537.9412866269232,78.29693675790277,-435.2165624642863,-5.710109516315072,599.4837396627478
1.0,26.302734988878594,-25.456477331531907,-829.0827279069798,26.99455494756021,-282.59503650259376,149.81516366554962,73.43876537536548,-358.94728469907346,-5.972546545884583,856.3818716052365
1.0,26.157014940310283,-23.49971483285876,-643.3136097474011,26.981330370324493,-322.992599159116,506.26274753584426,72.6945492059705,-366.9335181352601,-5.824814320563731,607.8657725228627
1.0,25.9711059422621,-22.688449604544317,-766.2961260488894,27.00195264778454,-300.80990604839457,406.1004466077506,70.10849622764228,-423.4527805902576,-6.17080166804054,750.8184408410267
1.0,25.965300061037773,-23.411700261697582,-674.0243831539234,26.973694594665965,-281.7380064208709,102.90943169308837,67.98321777171861,-366.7890197279754,-6.312041850131307,743.9910539831924
1.0,26.266789728723516,-24.00321236151489,-787.5095857790421,27.040807159836042,-291.2203470638729,374.7315261572792,74.12327217979069,-356.05358388592066,-5.7493069455810195,764.1999269141095
1.0,26.391891644067474,-25.695687617605017,-768.7300118579806,27.010673918976696,-333.0529888962723,359.74299083402303,74.31228127403774,-368.7078275764813,-6.258241581532193,756.2263665611653
1.0,26.072523677818094,-23.44285181289658,-826.8764647495528,26.987077102901704,-251.45417552003266,454.9850573186093,79.33364528950136,-389.65369422844907,-6.294482721198599,779.7561398903862
1.0,25.753218801818278,-24.00386988591048,-621.2573614858418,27.00547428524252,-266.3207631980462,525.2606147879944,71.90176840724153,-408.7168031433398,-6.155118245001736,599.7865609526857
