X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y
1.0,15.65935933062627,78.76564768974411,-633.3513967302608,-186.8327205303272,8.268933211782496,37.0,-352.989304484987,-653.1725804245741,-324.1290373263935,-360.8926714473506
1.0,22.584228777016513,79.87206709591948,-691.1632103553068,-333.01559401344775,7.624332686885521,37.0,-490.85622961717667,-521.6925086168067,-569.7679656221949,-478.4893118944715
1.0,20.229533513604213,81.7518513733595,-669.6857403272251,-176.92098288871256,7.610233086493624,37.0,3.3649198308044106,-725.8175960765158,-355.99396975752245,185.46606035945337
1.0,20.29295560517684,79.19664302238922,-691.2697472508162,-293.8638328186336,7.85643598829524,37.0,-362.63730765845287,-697.1221653156232,-564.388599456293,-238.8570610479658
1.0,20.63739427046926,81.03834785590136,-718.1177796582186,-209.7848445806921,8.264504413382754,37.0,-392.1802713600358,-818.4109059484947,-345.08071095786795,-364.409227412861
1.0,19.961651745386394,79.41451505869478,-661.6751878071822,-210.80543798262642,7.826640500830217,37.0,-408.8058866251807,-313.9762153257825,-426.9490997532657,-612.0721631574476
1.0,19.51007143834211,79.73980345974303,-582.5107499114422,-406.4882620474796,8.03226125457486,37.0,-313.70704001841943,-197.78727033893063,-432.42883517712863,-196.4808021346266
1.0,22.92855787924425,80.34590272875366,-677.4619422997645,-332.98300313523436,7.305071126043375,37.0,-364.24309289421706,-538.7489416407369,-364.3595531181513,-261.96181168647416
1.0,18.16410815966297,79.37392089394343,-631.6082865098952,-298.50880154955723,8.344815816348007,37.0,-661.0048064577093,-882.6875638119936,-304.4752133324402,-558.4475472868626
1.0,20.89377501255057,80.42003625526898,-609.1760834964722,-352.07992869727883,7.953568262662259,37.0,-350.85652525494476,-241.10541562646642,-571.3571364228785,-325.28589081687494
1.0,26.657177828024928,81.13008812753093,-719.4687162439219,-232.68778683867913,8.078716104244705,37.0,-746.6095202057575,-483.52364629455735,-565.1882328287174,-1051.2617351076292
1.0,22.573880149392842,79.0668519155472,-739.4222752868503,-391.0058946592367,8.464246793081859,37.0,-311.5503120550994,-183.88210576375343,-393.05496556712774,-325.10050412655875
1.0,23.118104767471127,80.48296734127402,-637.9748888232295,-186.91410825916375,7.4985581438452025,37.0,-319.85795243033476,-859.5927732566156,-489.10622594549307,-209.98167327223194
1.0,22.046329870417992,80.12852119840385,-647.0569526564357,-209.7559307280752,8.163679181390854,37.0,38.557791423087224,-731.8450903542093,-354.8218518017276,305.4323787243961
1.0,22.26753305476014,79.136240228657,-743.9494580889655,-294.72251636731966,7.88049082301274,37.0,90.35738813297314,-346.42254557581396,-446.2357678881832,248.3200386930057
1.0,20.001993346571528,78.66159334866475,-778.0576411749595,-377.67219628891166,7.8354111121081695,37.0,-261.8998592907278,-602.5454154716153,-511.2890077119811,-70.60170059483202
1.0,16.30259179154294,78.98189977724306,-748.4597583855383,-283.77295391606924,8.222534108018559,37.0,-115.24922502949994,-494.59312419095113,-334.8409217958598,-11.034694389597991
1.0,20.439415529831052,79.80186886970483,-769.0867023588062,-176.02146543769032,7.585964181569657,37.0,-267.09509413390333,-591.1301055940796,-366.2550874368644,-360.9286218709882
1.0,19.985015623121257,80.2885852798831,-739.2249193644411,-465.50795996305567,7.481674688878622,37.0,-762.7728237730994,-421.43300183276193,-287.60775439163206,-786.8912561312429
1.0,23.248480651782145,78.62780352900117,-788.958832340623,-474.3649828312588,8.046896028735844,37.0,-109.98684427534283,-664.8147550545797,-493.22140118423965,324.6431743023389
1.0,19.301651642369084,79.075729081746,-589.1660806097386,-410.821884953725,7.815986707178954,37.0,-612.0760382279002,-467.50114520371983,-480.2686560853365,-513.1549473389579
1.0,17.80092753548566,80.428664407752,-770.0759584685811,-369.32146249367094,7.293336743756423,37.0,-249.66582548918632,-173.73853381894628,-441.08825950157734,-280.31387295819906
1.0,22.38672363306903,80.75402094155942,-640.7013151777924,-288.11834396291516,7.774822465304326,37.0,-28.0781885172961,-897.1488930815016,-382.0015614509166,405.6981450733162
1.0,22.642159980997757,80.39662906064859,-681.4746868202822,-426.6828041886626,8.0439303496082,37.0,-617.280375209479,-226.56229280959906,-300.46410556737027,-685.4756559826656
1.0,18.122481883377393,79.14994883012713,-637.7424890748159,-453.59310815007336,7.952120497605614,37.0,218.87879511760843,-454.0473230894558,-570.1522444245738,795.6741496503067
1.0,21.043901759937313,80.75257591328418,-735.6914128473007,-289.4854908936644,7.604460503536208,37.0,-424.4477120660525,-325.20979943449936,-364.5074655618032,-568.2452234743504
1.0,16.984166939020085,81.02760912093228,-628.4988705665548,-362.38407199110566,7.284780011656625,37.0,-718.7087498480885,-680.2191744281574,-344.7677835548868,-664.0186643693373
1.0,21.04303420191387,80.37035668014812,-640.9815080554035,-207.9700801009235,8.12245054512108,37.0,21.94136113511024,-674.3111654974194,-278.9913678915389,252.2571002875115
1.0,17.553310514435243,79.31108370026992,-637.7019097489092,-389.480727191437,8.125160192065485,37.0,-658.5722807683185,-423.7211849632724,-508.6879749717534,-666.6704940085833
1.0,22.48724060429521,80.56946618588152,-753.8536041419992,-277.52349166625004,8.579773229362987,37.0,-770.1424720606263,-869.4074902322343,-353.17234627822165,-845.1116400192179
1.0,17.555999007112693,79.94197844253283,-607.0991413547283,-361.83980476823376,7.652840469937102,37.0,99.31905056518394,-527.9138627973593,-523.6669782946441,537.0605164183604
1.0,18.097448746659637,78.74157641465693,-769.8550292424653,-272.0976092911602,8.25522991508321,37.0,-16.864615540301884,-740.5241731399678,-516.7350553567056,234.84238944642757
1.0,19.11842972682459,80.70625004691276,-633.3921607416404,-299.8256148898179,8.593641219229754,37.0,163.01126280246888,-353.0539044260322,-418.0008459491048,437.6292159249478
1.0,17.881728771216196,79.68830338470546,-642.3834356433114,-406.2640652420222,8.13419008328205,37.0,-252.66960772381844,-630.9007795387884,-405.67128777112,84.81745645482754
1.0,25.32592866679839,79.30535333487533,-639.8437002132116,-388.1332683784379,8.316159163165038,37.0,-299.84519118374214,-323.0952836147278,-511.35070012645986,-173.47509760752044
1.0,24.760592665948288,78.80380633112416,-774.4215827510728,-425.6090367833335,7.886999673636352,37.0,-50.914329145975444,-789.4459440397786,-351.7466373028012,419.1423958750514
1.0,23.82288691314977,79.7607803526942,-610.5621380131361,-419.2042084367719,8.213638579136683,37.0,-440.8132686878936,-568.096583639493,-529.1960279756413,-192.07204477331982
1.0,21.94838521916087,81.29408451721415,-623.8532634654696,-188.59207401485207,8.019787027154234,37.0,-356.62604503774344,-727.3940819050724,-371.46243928256854,-321.9907125516418
1.0,16.315618212668095,79.67279416676413,-774.0684920337344,-221.68955385453927,8.299733693125189,37.0,-441.3245260891139,-884.1957449341066,-448.504539498461,-420.919033939721
1.0,19.378567688599208,78.9434596676938,-656.7699363060672,-177.13542644978224,8.26813704149432,37.0,-794.1351996430434,-764.878273378844,-421.7500781099452,-1020.2215791914077
1.0,22.207789116597958,80.73110230155766,-667.9212123105528,-333.8521317246453,8.223896840223576,37.0,-758.6862341922581,-524.9405493827865,-316.50336732345926,-877.4134370150575
1.0,18.003384910178866,80.65241979389297,-747.186345510115,-327.1879452894499,7.932918797136099,37.0,-258.6619159175018,-649.6463044410106,-324.83460920813707,-87.83034879130342
1.0,17.226813866703125,80.30479079835268,-613.4272900655551,-314.8440867520832,8.387808956787671,37.0,-303.16834963223494,-790.7246278861344,-489.9643625281406,-19.754180996417045
1.0,21.061039442148743,80.79590919468595,-655.7164178453843,-299.63916219996713,7.280472264778111,37.0,-609.7693163744416,-854.4962265451265,-287.2853533380126,-508.4909410948468
1.0,20.065467808931736,80.50000590981793,-687.5631691369359,-449.81174048515584,7.685834295350972,37.0,147.02302564421382,-723.153651886802,-542.5579821763155,786.6513651859078
1.0,24.328981392875306,80.21991413412785,-780.6859311902356,-389.3218297759537,8.41947671442182,37.0,-405.64850098640363,-784.6155374071272,-421.0829378722267,-184.9362553045983
1.0,22.904917054335982,80.03703768426827,-746.376744168823,-287.530465215708,7.841812508389788,37.0,-502.8925648589159,-416.50781775026803,-483.3653585377981,-649.0552737558179
1.0,20.671842079764026,81.46040951636604,-726.798481662959,-349.2070346917277,7.7736461190379496,37.0,97.59806232310427,-693.3676093731751,-323.9196353923854,524.0421367592969
1.0,20.87084377008183,79.7263592856167,-646.3793803363346,-213.18764913379323,7.5331560420902015,37.0,210.1646042127959,-657.6887529555801,-410.8383762579438,539.1939266132105
