X0,X1,X2,X3,X4,X5,Y
1.0,527.1122295813165,-178.24135511992645,-76.79986986087181,-418.7929325357619,735.1424198512973,1387.5921775032523
1.0,534.9014749113658,508.02354078251324,-74.31151160200339,-251.57358213436225,719.5556250870214,1209.4789871279906
1.0,523.3558020041713,788.0374910842081,-78.7824477921674,-711.2422669917929,767.3301213369572,1903.828016407732
1.0,597.2430648628798,606.7670694151594,-83.1731477181114,-397.291690674134,555.8041862240495,1532.67045489628
1.0,595.0263841780596,-234.44116762174676,-73.88992561539565,-482.86739891869354,699.09893332777,1593.9178985977921
1.0,557.6704019828956,108.07657825353738,-76.88376802475636,-666.4445937241228,789.8423584748328,1837.8343802736717
1.0,518.65158166055,415.4089880071406,-79.30789935243142,-490.0820444972477,509.45719801896,1528.9452816113367
1.0,533.30996680496,-59.657270135277145,-75.47190803072586,-173.90271926886282,233.9271285924006,1036.2224799125772
1.0,517.245629121485,784.9451052549346,-74.38931051485868,-372.65619090467294,366.28830645887996,1385.888126368395
1.0,556.8420337290739,153.18175849361683,-78.69984943831668,-184.2093331398802,664.4100409878167,1110.543533561544
1.0,548.006746063348,-95.1003311617524,-80.2566492061525,-401.64482161319205,653.9989245862415,1394.0914575581057
1.0,549.9820932994658,205.8523935160881,-76.0602412254253,-381.30620670558864,403.15703686530725,1399.1496875552607
1.0,614.236619025624,-4.162469284037627,-76.63738652290756,-360.8615185618222,456.6815329791011,1457.3767290121864
1.0,613.1385318092522,63.50472476430997,-78.4857813802452,-322.6790264696774,335.16909842431403,1407.843506879263
1.0,571.0477559832328,730.9185609307816,-76.27171436445423,-677.8404157116446,825.1619856769274,1935.2980216614983
1.0,569.6623591423,598.3888261272969,-77.29298889528097,-189.26052033217422,225.84306024973955,1172.3036299651365
1.0,552.0701922593993,-199.9808007015905,-77.90275077796515,-296.3275577941757,337.11984075454836,1241.483263071319
1.0,535.5717027817196,398.81783265139586,-78.17586113073592,-617.7275204196363,836.3258558880927,1740.017651004304
1.0,534.3251168781067,558.3417909156909,-75.39812243887313,-546.359161123927,658.7910857546435,1658.8631379036337
1.0,509.50584931322027,283.235068379323,-80.87731376010446,-420.9480689974467,469.3250253221478,1388.8631241741548
1.0,532.302115828925,-159.3960227310319,-76.08134789298818,-486.0522150654621,427.4475908444026,1495.2798263692712
1.0,602.1781006640228,562.9853325205652,-84.5945719284565,-635.6802712801316,819.3730298243711,1894.1153020986899
1.0,563.0781970889084,36.62156545725668,-80.03803944747035,-257.1945012643678,279.8021541617956,1211.447617556042
1.0,573.6265825705054,510.44521469793256,-77.83974437624154,-578.1170159562707,238.1112815606172,1763.583084001433
1.0,590.6464863636697,368.6427889330017,-80.735045992695,-350.87975338361446,378.94434864194733,1432.8818791891956
1.0,523.1029067879822,722.4372737706326,-78.85952519563921,-369.1537199182539,478.09036219303204,1383.3697193738772
1.0,587.3759341759537,186.16602103333133,-79.48097369528045,-190.96545581662804,587.2287322969166,1172.495733768987
1.0,525.5501160490509,-86.38493737929062,-79.24558671220568,-629.1703559427494,713.2110415001912,1700.7435192825424
1.0,573.7626093491544,340.4493554087178,-76.25422245765151,-171.05735159388178,475.2096202982425,1133.0249590244528
1.0,513.9135122352059,544.1787590024477,-79.9665449712892,-395.7801692821715,279.07996482171194,1388.3541638968425
1.0,553.192775391181,97.48587236507029,-75.96551978977327,-651.2024321296088,709.0557997348037,1804.5451100024195
1.0,518.6638953335262,455.91070103596996,-76.7431008706083,-748.0292012482311,717.1385249807815,1926.9249981659245
1.0,553.0678272799066,824.5656313836721,-78.84666399892433,-176.9363183163697,484.55692071678175,1147.1448700678695
1.0,561.6456449119188,629.1198080714913,-76.84114917022363,-682.9449684489874,819.6698510709683,1908.9072742369735
1.0,513.7947908166693,411.99874601482486,-76.16031478566065,-754.5529811594453,686.2887422128562,1922.3823792986852
1.0,573.2826178107998,555.344323554194,-74.90186998562103,-764.9124878051216,744.5734435373537,2053.215236351591
1.0,615.3417649187701,-112.57132196166356,-75.59314810337808,-171.6444368287706,497.94077390027405,1173.9685416847065
1.0,590.5074235581455,131.02653276982988,-79.61222129201099,-658.6788287123628,682.6219765247681,1880.186693342958
1.0,573.4495619938258,39.801032656009454,-82.41725775290077,-171.01957578150518,720.8219104961778,1103.157322827934
1.0,521.6376203066991,304.11264719125654,-80.47263680378441,-650.8381202347801,324.59976926759214,1757.8471422891882
1.0,511.6156516356583,475.9232621764096,-79.8695817857419,-269.1844401644105,706.9560631824015,1181.78835684919
1.0,539.7105638434817,328.0796295934208,-76.60731142793105,-611.9239925241291,477.6843450351323,1741.5950756922416
1.0,593.4693027178328,-118.78129771968685,-75.52935302894524,-762.0926777847882,755.7581158986789,2026.5738701525172
1.0,612.208995037725,405.4743825249243,-72.54116203142185,-227.99913465545296,225.33130161241294,1301.360626837439
