X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y
1.0,45.61377462460739,-72.45719937104646,379.0955442957503,-77.45347909220301,-572.0655059326732,12.010865551365331,22.99313642139414,-837.2279258850882,67.14922498949385,-639.9614805184387
1.0,45.69380887914432,-70.34773113669317,10.119554024527332,-78.0498936017846,-55.05408966060952,12.061617266964536,11.984878163777248,-868.5343272801588,65.44977472707004,-106.26163194075282
1.0,43.376672889375776,-69.27098493896094,315.3066061697062,-75.6606237490417,54.10125412350055,11.10949382620694,14.194542181868615,-922.2358741672629,58.6746145894633,25.22079473695504
1.0,51.64564075131876,-85.6799273477753,78.05989327180748,-76.7942618135485,590.741518004728,6.847682700522251,16.757433937589695,-986.6123649392753,60.836098176835236,597.9975089781603
1.0,46.69266790038563,-71.42233068112462,307.04114180301394,-80.7919591783625,526.5013304155814,16.93246170077881,17.416976917347665,-961.4853862778773,58.726756386630434,500.3374115138772
1.0,49.62763132327442,-83.86050454715735,330.95111023757977,-76.67454278208396,270.09996777720926,9.004728514668734,21.42199717045451,-910.2743902809885,62.157106103390724,257.32262706380953
1.0,47.81058323058214,-80.8100767454384,125.74989790646617,-79.67897189018079,412.6301043558394,12.9384034748026,16.69282353255187,-964.9837243598985,69.94893530052043,393.8109712013211
1.0,46.37400875554597,-68.91150729274881,129.35696985917207,-78.65306785692873,679.7040760299253,14.026288747305795,11.820081278964338,-891.4251707895589,65.36829584289089,664.6538996790958
1.0,45.669296592875185,-73.82520003290205,75.37546668924523,-79.12294889739091,226.66195389998325,11.333053592431451,16.1589609041645,-884.4095609716128,69.22970125483701,188.486615612646
1.0,47.21885616390948,-74.37804948987097,8.299482000376486,-78.84795192125598,232.9399780759004,11.270314583604973,15.831236596423711,-826.9863580855292,60.84688501784306,198.35908580228735
1.0,48.685998999654025,-81.35922516500972,241.15784394439044,-79.03629641908206,-99.45093076455453,10.157155679951144,13.755414294370333,-871.4765563829588,66.28891430358135,-136.9369900693766
1.0,47.3158494942632,-69.94339037356583,-11.051711486327576,-75.13795151054141,-321.3681911101398,9.646009707286074,19.372839166223375,-879.4368453554083,65.8262796438413,-386.2531677740146
1.0,48.008002624864844,-69.07993973307737,29.0657083528194,-75.03794411337702,-529.5964844091102,7.456318881903605,18.696300138367082,-908.9353299843575,58.091583932406344,-600.0904948040417
1.0,50.69017616511205,-73.55931270452238,135.389249922457,-78.58061984549289,-267.45901922198414,16.767181753251162,17.071798418168143,-918.7784993654075,58.10361676998356,-335.1868037453744
1.0,51.405507407517206,-83.81103824931193,377.6556363891185,-78.15063996485256,-279.6576310700044,13.889219748948555,5.493528443492176,-905.2711265017397,68.37095332750397,-320.8297812761066
1.0,45.85014403081792,-73.29042723431682,18.886265488375727,-77.45855197438401,146.0043843118318,11.840553357106543,14.009526831915947,-872.2096872664594,65.10351772111198,105.97980563330805
1.0,46.867307026741685,-75.9816548017019,-47.930418921521465,-74.59636160932587,-543.8459106083315,5.039657867007667,27.082785404394357,-853.0826105987175,65.27934001193249,-613.6036213516593
1.0,45.40884667437915,-75.27928187648128,135.34873002223748,-80.33138556462188,257.41029987930324,9.00158990214213,19.676470461559425,-879.4317762441065,65.13482600650573,226.1843027710374
1.0,47.425934947231354,-81.43982581720655,444.51226373006966,-75.42568345988859,511.80016573072294,17.310766535083502,12.101995183877483,-933.1417755328442,57.62171721857875,512.0818279654819
1.0,42.913697531146376,-83.32977026789361,-124.93475584578778,-77.19282726002173,-224.30434126873013,12.735706808502204,25.47783109949342,-978.6140577453306,59.59405714505763,-285.13479972819414
1.0,46.38726759914779,-81.5285661116252,362.74230971455916,-78.725123893053,-711.4135551748132,13.425775294355471,26.521718780082217,-861.1138953428926,66.21909122298385,-790.0786527089778
1.0,41.67704829391772,-78.15341705488707,477.2187013173922,-80.06249188440893,-777.2071961176218,10.211017767296578,13.14794584217965,-799.6150418815282,58.989354449649255,-841.6297649524524
1.0,47.36600043237051,-81.32106390026661,-25.058066765719133,-79.11367746748962,799.3270344263874,13.22834224093406,20.669416897816216,-948.1472554892745,62.21181732191991,791.8059805594663
1.0,48.785641336706185,-72.79735849317537,356.3296689514442,-77.86135348206984,-697.9196544487852,12.118726939344933,15.76009620937104,-925.3629721630671,64.73194613738269,-774.079555503106
1.0,44.90294254099747,-84.11387906149773,199.59355222031917,-76.38312011628625,573.5113436503477,10.310251473390547,12.87934046434756,-882.4582329034138,64.84540253467829,580.1847403556857
1.0,47.24482501291475,-79.59705179074547,507.9299141765748,-79.11170161030411,104.12873611416103,10.495648384794254,11.884624547175449,-818.0569862516147,61.02713572861213,87.58812246126634
1.0,51.171829161694106,-78.11154865117798,426.1720942627568,-75.45144793444291,674.5791315811061,4.9587982814853095,15.129669939416207,-839.9413638875902,57.10270994976563,689.4084768612495
