X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y
1.0,25.963130345258854,-776.0008505815998,143.64086277457264,-149.50450635834193,-70.93172996227915,43.50571233778811,-18.90688372153256,865.8389029393786,-474.2229388330108,-1997.0774095863803
1.0,26.41358403149336,-919.9770210478682,174.72859785188112,-286.3699575308451,-71.86559442552999,43.97626606682071,-22.609137867615754,440.8970428682627,-435.4306257116594,-1882.778788917568
1.0,26.106441638378005,-859.7939834420929,132.25830035473047,-445.55775734866745,-70.02358060962551,44.182697257757994,-19.11043227842005,760.9830513812517,-374.6104382793495,-1720.799802610478
1.0,25.79774503853033,-796.5178377539764,18.99431935120224,-249.63233389463483,-71.3012506906908,44.84403335201221,-20.038149356156648,571.4506303134668,-478.00232117233,-1768.060974141421
1.0,26.360929917744695,-797.360821955773,87.83383074859194,-673.8949777057427,-69.9689710134421,43.99473085609842,-17.019102554776325,723.0390951397998,-594.0764988878798,-2036.7511040798368
1.0,26.173037157230052,-910.3599896145108,185.75086239349034,-275.1355220884118,-70.8632048663437,44.49521246620888,-19.441277062511197,172.895176492941,-547.2014687967493,-2038.3101020954446
1.0,25.61410408710448,-729.1781904134112,21.534213098096608,-477.14990945352986,-71.37691402625254,44.55927576264121,-20.373093007309862,453.3896656221764,-414.60054384511943,-1500.7630009099198
1.0,26.301075764648825,-724.8491594492484,104.51914169155849,-635.2886278731171,-70.48368822032388,44.38757763873382,-19.770993608625268,493.6057258708108,-585.6091309896278,-1926.417114726663
1.0,26.26772572890786,-833.023544437869,27.206775667820907,-736.6932117505456,-71.92680012954168,43.54393305415561,-18.4352365542229,446.51900330975224,-555.1638748709046,-1820.5064953075419
1.0,25.697930584292337,-924.543962347927,194.04408043688073,-514.0809874766746,-72.21864398805396,43.68722625778284,-20.519028524354038,428.46113338143005,-574.0951146122105,-2143.701051924854
1.0,26.21592066618713,-872.5804787572998,187.633437997122,-377.4501102658015,-71.32802559575103,44.2639738952491,-18.791467133562126,621.151104344648,-617.158088515798,-2286.776746880092
1.0,26.32956243448469,-735.0162477224333,144.61809539776928,-171.46650468559005,-72.33139737803862,43.47365785331545,-20.355533352224707,286.17881223427855,-613.1030337470559,-2077.671468432363
1.0,25.94178459076749,-831.2028019251159,193.65076313488402,-468.77528511876886,-70.85389596065471,44.670718387076924,-18.388211718384365,878.4809094190808,-491.3956694701125,-2050.390436150495
1.0,26.169664481146402,-876.2071953300681,73.61650947004196,-721.3250246405572,-71.31509318091477,44.45833594714073,-16.541946124842443,183.16017053949648,-596.7799850506694,-1906.7824430082317
1.0,26.023369442217707,-834.4797588844796,27.96169653460255,-159.45879662198092,-70.85499933503954,43.33178182735223,-18.89113047227243,162.75236350366592,-363.7134832070897,-1453.5859244090043
1.0,25.830649748285133,-754.6240988214229,48.39900844733321,-547.9039609930126,-71.05637882715236,44.812001031881735,-22.409874031991368,396.68338502667456,-593.430455435452,-1894.1467025261825
1.0,26.018349755316237,-797.0715851865191,102.38646072200001,-148.77262613696382,-71.21025248249849,44.42458261678895,-21.238881149543236,737.2219934019515,-430.2751296120107,-1828.563231285004
1.0,25.98580178068544,-866.34707720105,160.281440235461,-398.0612612753876,-70.36167534446133,44.42978171233997,-20.79094107541512,227.2166326083506,-440.32583519836123,-1741.5366715720518
1.0,26.040030825321406,-759.4279899904403,78.02035522654307,-509.78782404828297,-71.32085903191977,44.19075409815906,-17.858268102870856,304.831976505746,-413.09797006845946,-1521.2059230078648
1.0,25.55773590647407,-838.8064358251603,125.54912502747418,-153.19249892275764,-71.49818885959671,43.684879911803094,-19.617449096093768,417.98125600091265,-361.28281646680404,-1636.6105772636279
1.0,25.920197172375175,-885.8728505354019,63.0013046919455,-418.4261917630231,-70.46502079785316,43.09237481265936,-22.222787406988665,395.12492128759726,-549.4618892837454,-1936.3023020743508
1.0,26.358041586621486,-840.5908811108137,41.86729265521822,-659.9237655680157,-71.62226904798369,44.445795217309026,-19.034447978575898,524.4214992504592,-377.69213927747444,-1495.338186732021
