X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y
1.0,-540.340765051528,-48.146543764310856,-8.482219356951301,-70.81913971921489,83.39734406548938,-632.1764728278362,-78.51733436348917,401.7073646420729,-87.17445649236784,179.43402138938137
1.0,-526.5482915379845,-41.018867281043946,-11.059410263066567,-75.89277530284734,95.97459864014726,-737.9678151612734,-80.53082041321122,312.3072278554324,-88.61162574069391,275.9049225176094
1.0,-180.47540894145504,-46.02005875105838,-9.947618328934091,-73.43512936973458,89.92260571237836,-667.0137097214007,-78.96059472710157,357.96474142076374,-89.1724290230636,-276.2309757444303
1.0,-166.16583759624473,-38.03188978250261,-9.773253248246363,-82.33960656758494,86.03644481772874,-518.3775029459966,-77.30773008559035,442.2379206281938,-87.89347533988416,-435.28131840864563
1.0,-391.1267868017649,-53.329716573308126,-10.47333734023711,-64.46405233354798,84.92734631522809,-620.6876909462833,-79.17036441245364,52.08716920845137,-87.18738804323254,513.1553423705933
1.0,-423.59368733445064,-45.77513465120937,-10.570671802723723,-71.30856562473168,89.53889473117198,-575.0052214923809,-77.81032899607884,428.32138578142315,-88.26518834667525,-36.36947591237643
1.0,-544.0841548732033,-45.749192407455425,-13.744051907554145,-78.97405300609515,88.17689527188038,-480.37890137418566,-79.03036979295236,12.056246741243143,-88.53233701023001,778.2599216855709
1.0,-584.6534956642533,-53.414717635126436,-11.285203666771887,-77.6173310427089,82.54859325707605,-587.4333467692318,-80.22476060891805,119.74835323354921,-87.7853868481422,682.899416936604
1.0,-255.93878487243126,-47.65436255961356,-8.72300389950735,-78.68396308904241,87.09396984255868,-505.1614694956077,-78.75389922493837,16.639725384180167,-87.99664373927838,369.7592385592893
1.0,-414.2167604319148,-64.55156495913424,-9.090317477067856,-80.10355524141539,89.7552191412192,-743.7523646977452,-78.24993589502355,-171.08564632101377,-87.74468586777625,897.0306966432336
1.0,-441.9138351984479,-51.19107496869937,-6.329791962862287,-79.18601341286815,87.89333944540591,-735.5738924280306,-78.60693541180774,-15.164229220293322,-88.47994037892137,684.4685462013538
1.0,-329.1022908873882,-56.625975575598,-9.769499171378575,-73.01998520298676,83.18527959275768,-756.9950103703056,-79.89763497816053,-61.60667943956514,-86.54608082436468,604.2977240254282
1.0,-410.8641566296412,-48.60265015548042,-11.51923849817377,-75.40561479127645,89.55492924353862,-723.7460796186353,-79.30896364203011,-162.32894483668244,-86.27444434196684,859.5854038933325
1.0,-716.4648214032577,-53.389688424556,-8.038940860112312,-73.79178133741105,77.86734602560574,-640.9297760519428,-78.82715633200766,198.26267097305293,-88.07604524657994,754.6065939640454
