X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
1.0,65.8058453719182,921.763914463666,-41.44642213124373,273.7852081290948,-681.9086736425911,-174.37418775265678,-247.74720029391432,55.0,317.5555409688186,20.860185249209966,-729.5412914668746
1.0,68.02950949327747,869.9156802126704,-42.17682250201023,-208.1191673226981,-361.6923787813399,-427.65677070059155,-186.13821518278974,55.0,417.49715887153934,21.752499671627753,-97.49242168072064
1.0,66.57265701607693,292.2995116363443,-42.85480864688151,-320.50797515535805,-633.6349742299435,-362.3967041470203,-112.46216522704822,55.0,673.9978605190976,22.359703823522278,-11.312134262350256
1.0,66.51617648530903,280.37780112877914,-42.37978668941343,-910.1772468092577,-247.74808908083935,119.59392115349726,-342.0779405934033,55.0,241.79792334270758,22.70581365982789,-79.8699586219078
1.0,66.52465811662655,775.2363726991356,-35.58624893268344,-736.1158801383463,-190.97719203373356,-252.31528805773675,-404.59036283615796,55.0,117.88019162458778,22.112740941215765,-270.0619256154817
1.0,66.57930291829248,844.1640597966199,-42.91471319161304,-295.5086294284181,-580.9104778195752,212.7856885332984,117.74704899647952,55.0,379.11248854291193,20.656983515148468,-226.88240805912193
1.0,66.71561435943286,981.0309430067482,-48.62621967995727,-57.60041372171054,-325.277568944525,-9.644315993729776,-2.0850256742324973,55.0,425.30594056701364,21.760126760216437,30.50582913690142
1.0,65.75581825295485,350.3029148409883,-45.44565522967871,-895.8729115951282,-764.1427591159088,-324.94969982275455,-25.743346210098025,55.0,360.3084856116217,22.11753152672867,-403.66066357449597
1.0,66.2922487719835,663.8975506737819,-41.86709357317548,105.18017921349815,-387.74048691875817,-337.8905550526424,-385.2487414480321,55.0,694.0746982724653,22.49039840889329,67.58935042815273
1.0,66.3238471372113,735.867957595998,-41.358277731431265,-174.0643010528073,-516.9031601278962,-225.87737865840393,-300.222024901195,55.0,129.3715012156736,22.504243973893647,-686.9950466786794
1.0,67.22659320963034,534.0475882120352,-41.623539094704505,2.4163418792667244,-468.15810181741944,-380.0028315936214,-545.7977160368899,55.0,232.51005822731838,22.243860625768896,-650.7871501879745
1.0,67.10558862659427,221.6203175127617,-42.06152468896344,244.84696121102684,-284.5255787527301,-222.70851166156814,22.018870611124953,55.0,480.8425750477568,22.206767171538253,163.11378373386324
1.0,66.07126469364144,930.9609801290829,-40.29487703275005,-749.6154842345424,-212.75042006418073,-114.93223663213371,-183.41394806955248,55.0,57.792587919691925,21.428427915416673,-253.8835030490661
1.0,67.58488884324353,880.3685087214096,-43.37692262508966,286.95803682524183,-172.98424860369266,170.76689948242415,-392.2482659571489,55.0,88.72560719217248,21.371005629499287,-466.89167132813384
1.0,67.6962722971579,515.8414507476317,-43.72905133500812,-437.5457328435851,-172.71921667344202,-271.06751679566855,105.68726522797806,55.0,438.63099085602664,20.64611388371648,390.33808980911226
1.0,67.22472028816559,937.4569542745069,-44.70901414481922,-425.9000194121659,-762.767572495716,-363.993264096894,-521.8381961199566,55.0,648.7753474012139,21.644851262022083,-444.85595176465137
1.0,67.54264601072666,861.6768711159556,-39.688155239718874,128.13814982234226,-755.4880443428789,-90.56243817381454,-410.4895325024267,55.0,400.09966285463076,22.423769045198796,-775.4615090338718
1.0,66.6722475433774,452.6399878574226,-39.183196499462596,-380.0447856172642,-691.694837836792,-400.74854390613905,-379.0221708221032,55.0,449.5755206028084,22.504844048135762,-502.9897350886871
1.0,67.76453921288233,730.2733494126063,-43.61629259716423,-32.21501211962993,-353.5063244155958,-463.8657817086944,-166.24732480798582,55.0,228.40901673623694,22.14314055192272,-323.0926577047626
