X0,X1,X2,X3,X4,X5,X6,X7,Y
1.0,-835.8043647943991,-177.64406405086322,-29.13955286271448,-69.0,-66.2067118034918,-451.12439762484837,-228.77545090447728,-462.9684702299168
1.0,-841.7251891840968,-26.87591571233486,-346.48145439954374,-69.0,-69.95387698413342,512.7254332951889,551.0209426582571,-314.09267639632174
1.0,-848.2916411687739,334.6419053650261,284.7821607495107,-69.0,-67.63368198324625,-469.1774135381709,-314.7264063570731,-5.650381848933505
1.0,-842.706396506673,-191.52041965318676,176.2958798950815,-69.0,-64.38945038315784,146.71416294681535,602.181539929177,-595.4885108171492
1.0,-836.1694847955605,-380.1015429129949,-278.01369843600963,-69.0,-60.501326818132725,-362.29266835119347,464.1887509267185,-1058.6659745888928
1.0,-838.8423780067245,-196.68745683752286,451.6136212107415,-69.0,-66.3339670396495,161.63812449581462,-125.30656660032645,-38.60440650551539
1.0,-832.2921044848231,198.17534916414627,-291.2535687913964,-69.0,-71.07175890283492,-502.7211924723712,261.7746870114172,-629.4559124548666
1.0,-842.6977436068718,-549.0655406821129,-183.3615235419331,-69.0,-60.57980188643931,544.9659648332297,-88.68228447268496,-180.97415780337477
1.0,-843.9271478577274,416.2704876422399,586.3822622755507,-69.0,-69.72525613448147,714.478783519904,215.20504804642474,539.3680551928018
1.0,-848.6583688652557,-632.1740030496261,268.3702580218262,-69.0,-67.94347498175321,114.73291646686368,-372.5826179218492,-244.78244642594044
1.0,-844.0476559418722,-268.68653198735035,-152.9936547142479,-69.0,-71.50947585267684,526.1262521606077,561.4911936603237,-446.89208255063846
1.0,-842.2389187395107,-407.8217280234213,179.3302432335895,-69.0,-69.57519683946694,549.3662425420302,-223.7017616108894,84.15721494341621
1.0,-837.7758997616573,453.9932573827107,289.9813721895108,-69.0,-61.63279325260617,-142.7547567890843,-119.31808274072495,163.23350984235302
1.0,-838.4977086124637,-182.9683903683075,-28.49138951607256,-69.0,-69.45628405072529,-46.483466963472836,419.8170148515858,-634.2254969997604
1.0,-847.4469475515768,34.53653026374832,572.0221769098879,-69.0,-68.65570324547716,427.91793325279116,746.0336405307362,-267.65478444952134
1.0,-838.4448482354337,-504.1318522104119,380.5604719681859,-69.0,-67.2674391241534,-410.00424413532244,875.2573888520365,-1320.7360009153238
1.0,-848.9653498929412,-435.9829735407791,267.17653911735374,-69.0,-68.28927691456285,58.04663026220976,813.2348066517393,-939.0836243617026
1.0,-842.7552879035774,-744.2164091408912,-147.81198027457333,-69.0,-67.15417292094082,-381.3258572125034,257.51548937438986,-1157.6244810437338
1.0,-837.6219670702051,49.36334803166801,91.08754458449766,-69.0,-67.34053098351357,181.26221092214325,-334.41275898150263,208.22763258124107
1.0,-836.1146689536007,-610.5278882296701,392.340936144381,-69.0,-64.65462977158963,-488.70963327713656,234.25031361799165,-1000.1928464387287
1.0,-836.3217465320179,-456.71237534371886,-75.70734309526767,-69.0,-62.6336414847064,10.002692049894677,779.7259218383897,-1038.248433919811
