X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
1.0,832.131955586643,-38.002133374374985,56.593572222538214,42.069165072495615,13.290543168744492,283.7142967739903,-899.2794026470249,-32.0,-310.73302860717615,-41.636703368016406,-796.4807335118335
1.0,587.8313681343885,-37.98159527822878,53.57975089139045,42.07494079711501,6.858775256031758,38.88296128604014,-795.6163337075898,-32.0,-347.1439706084524,-41.79809443278198,-585.9604373376382
1.0,253.69392179151328,-37.505132687965244,62.902622061139255,42.034488333518155,11.280341683069443,331.74100618977275,-921.0418000630423,-32.0,-383.45184673353356,-43.30004872645928,-792.1828320204855
1.0,944.3135162952519,-38.04702778685807,53.45074513404183,42.03600956181391,18.051784110348027,214.53127401053632,-793.8542120674655,-32.0,-349.5584484198218,-39.28713871844788,-643.5559521327559
1.0,192.52679533031898,-39.552861627089655,56.689163467175895,41.9858430594794,9.413861591260721,156.45038123817835,-853.9128290429404,-32.0,-410.3994780325069,-40.66140957910309,-650.1341509854269
1.0,709.4918722683278,-37.191455288199464,54.201383845685484,42.08241727846416,25.146463459419955,73.39295870194002,-777.4683658985642,-32.0,-305.55753481003,-45.78243432333393,-606.0699529924207
1.0,484.5087440759619,-37.54482491253432,60.652976458190885,41.98283328002073,12.44606554664629,458.6570645206086,-900.4308198947652,-32.0,-322.5170666824623,-44.85826091740173,-853.1782616487459
1.0,52.22438933725013,-37.28644166620583,60.063968503621545,41.96819515597209,2.836617614247791,470.7725624355844,-926.6935941813452,-32.0,-411.93419088566765,-41.519330344765024,-827.7546654260427
1.0,327.68944418442663,-37.83602904840211,57.42804841861724,41.99506416188884,22.684696302161072,-137.05061528780453,-826.4764052697805,-32.0,-378.8211160150616,-45.7211119214969,-539.4210360626065
1.0,642.7171270381518,-38.34395349817238,54.76747192647351,41.96092656875612,4.533504321809895,581.0148365304532,-906.5854598608424,-32.0,-382.1766229841392,-40.28838015403284,-867.2694498028104
1.0,38.966351247338096,-37.72326720336807,58.12439997355544,41.968019122139786,9.459448925539707,-19.593305731274995,-821.9663055737349,-32.0,-383.6780719392839,-44.533206929381436,-573.9648682222585
1.0,724.0659201877959,-37.88565488007259,49.62424449532542,41.991757492707,5.6567111977908935,-99.59880488181076,-947.0130359285072,-32.0,-407.1313713436223,-40.46631300168557,-650.090780781132
1.0,326.63209974569276,-37.936554311722354,58.912670986146196,42.06291318719696,6.458368638984338,-38.8257262726201,-731.7316841952086,-32.0,-333.5153242965372,-43.81086595957955,-511.33555854716207
1.0,165.61506669547398,-37.69579730099015,53.81630349255667,42.024729375888896,22.766946071339305,448.1343528810977,-738.3020026110336,-32.0,-405.7792497753275,-43.11183770880811,-646.3597216321957
1.0,-22.35029524955478,-38.14433442908971,58.91853441209186,42.00908363240243,9.219914499159529,75.88959980383942,-943.6931597922652,-32.0,-323.89925530096576,-39.65097578786681,-755.2619187282892
1.0,284.12048809027004,-38.12652203848642,60.31681844477436,41.98720706428756,9.522916132041649,598.4358558921518,-890.0935802508627,-32.0,-350.92754964640375,-42.45716844992548,-867.6315881179297
1.0,595.105494071673,-38.473870677106795,51.38926673146845,41.93757853426412,5.213149527652639,112.85252697786353,-945.256583226954,-32.0,-321.40506758085417,-45.877238417485046,-775.9881311520609
1.0,543.5723698865036,-37.194200989186136,54.413990148914245,42.00705323995636,15.343564220817008,378.63845723069005,-872.086511769273,-32.0,-403.3851301304894,-42.465180864740525,-745.4690559093259
1.0,202.51094015682312,-37.65294229904373,55.927743809382164,42.08336026070024,14.94017121192472,-201.1625063873523,-741.9177097416872,-32.0,-361.76787834163906,-43.17011807471198,-438.58550949447533
1.0,466.1585849192057,-37.31045026384753,54.2121095723234,41.92336804351158,9.422812555183407,412.13206494041356,-855.9092617171718,-32.0,-374.2171762016436,-44.16083540710574,-764.0266490321762
1.0,600.1223560086017,-37.84293844658539,54.799856156393936,42.00272157846697,23.427669634158782,-202.00445117303906,-805.5014216360282,-32.0,-306.22232593068657,-43.34338940718159,-531.2481925652913
