X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
1.0,-10.05529256102733,-104.35067481079008,-923.4290121500322,-76.51252260786012,32.0,626.5647310345972,15.986892777534042,-48.46868754279998,-62.122398663646464,-416.1557387528559,975.9420892711208
1.0,-11.227272443846866,-102.14063728254423,-855.7905779855223,-80.47391068666877,32.0,625.1691329278079,16.0083743566833,-52.07813051097895,-62.48216287064611,143.92404637001664,268.64356616606983
1.0,-9.9420148689669,-105.50394741096194,-639.6623007701519,-87.85274441567731,32.0,599.4633726039481,15.990808337276716,-52.05159193160392,-61.42473014851813,-273.094751394679,789.1736660608308
1.0,-10.25930232295136,-98.79935157984539,-772.1988731219474,-83.20807557891168,32.0,613.4616023437967,16.00031307743556,-49.922852473699265,-61.572462506103825,341.7636944692408,3.0789349810698905
1.0,-9.282697736853919,-97.3640784854404,-812.8848412898227,-82.08182895874369,32.0,616.509931753165,16.023071219276343,-46.666062944201926,-61.606945547030506,-74.64389724341629,532.2399117436341
1.0,-10.09767770604885,-98.99265185673798,-10.369670024084371,-87.76358665327862,32.0,613.981566838274,15.960195585114858,-49.83770214324747,-62.66915274583835,-51.58531726277215,500.7632731201526
1.0,-10.45708977121657,-95.63243182577544,117.79295939647591,-75.44514326951315,32.0,568.782696776181,16.002198041863696,-47.830009560690144,-63.50247569746854,326.39713210261834,-1.0244800532912084
1.0,-9.579091098631434,-100.39958762125028,-580.40201997221,-91.98118345679914,32.0,577.5143421090116,16.028197898174106,-46.444961828613046,-61.05146076803178,-62.32787670721734,498.6306174828486
1.0,-9.862727221410246,-99.91194265114781,-942.93893381355,-87.71901341188799,32.0,622.7413048455255,16.016701227471813,-54.69839668219518,-62.74269280012058,-163.97360600042026,658.0617103157693
1.0,-10.013435460552309,-93.0920559708149,-38.256781253843315,-86.26607742606718,32.0,615.8689494627396,16.013454846551372,-51.860871243975524,-62.01430284931785,-248.05332912266908,757.994533082726
1.0,-9.972837420634685,-95.17955251606793,-884.2555939775223,-88.98905724763169,32.0,567.9769291426269,15.990690059677222,-50.78475581207441,-62.70414612258899,-41.72728840956006,464.6339479497805
1.0,-11.373824669301904,-104.65181092880107,-192.76944783812098,-85.30619711319069,32.0,582.1921476810435,15.994639200638696,-54.01005660704452,-62.20511044292534,-493.7248351795895,1060.725630429231
1.0,-9.420395536049698,-101.04619975729419,-649.400462402414,-82.53739391240273,32.0,551.3914633839294,16.026378688760165,-50.81723859151562,-62.14021292504707,-32.87053032934489,447.713311593635
1.0,-10.197296131605441,-102.9092416332853,-340.8693625800231,-88.44326251213691,32.0,627.7819069179512,16.02245653846025,-52.054361915021104,-62.843839017282285,355.5295169531114,-7.232170641650171
1.0,-10.297674440159977,-98.15536567085566,53.71163918772709,-83.23017315540217,32.0,582.8496976885459,16.011702975011136,-56.15818801286523,-60.94885985803845,10.168464899769674,407.306268507535
1.0,-9.062818037538838,-105.45722775901916,-325.8368792842243,-93.0663848016149,32.0,627.3214939196143,15.979685859498508,-62.709688206352745,-61.62037830041457,166.59616058570043,244.98248571525522
1.0,-8.914757973259254,-103.6710491842464,136.48501368555662,-74.18727618934938,32.0,589.5989217894028,16.01748932285173,-52.13908939655319,-61.93176274792516,-368.52941294743164,907.5779715221698
1.0,-10.890657533373727,-105.33676269288618,-156.01282096217187,-87.20948975164467,32.0,569.1271233112556,15.997399071681293,-40.14548338578955,-62.663420268335855,146.77628255443062,232.4418060959749
1.0,-10.198582673601523,-101.70584842671492,135.9347257985428,-83.35085405730024,32.0,602.4296013092244,16.02142452671306,-51.757318014153014,-61.855941815473194,267.48906388417447,93.75817434825764
1.0,-10.76883559402257,-98.13945847845463,-832.1704647618803,-82.45998947910242,32.0,596.3010793699668,15.977393923844033,-49.099992735733096,-61.996561910586664,-93.52138437552719,548.8147692884535
1.0,-9.562707884298767,-98.41819928993806,149.8132658520094,-80.71619787610238,32.0,607.69590832625,15.99631866155024,-55.325107508090106,-62.98098136446001,170.2084250136004,231.2215944588772
1.0,-10.474498035830942,-103.49913623030302,-436.3458064081359,-74.58290396844801,32.0,603.0685857318141,16.002005630206167,-40.339742586438994,-62.51155958801404,-263.60476411468863,759.5200100037454
1.0,-9.938562749369561,-96.1696556821106,-905.4324314758909,-76.2881624013305,32.0,587.7927110228528,16.005874310963552,-59.70688133481531,-62.26773747979795,277.0352219706813,79.70291487554478
1.0,-10.515684492898087,-99.6770445164562,-177.57857190863615,-82.87939516296935,32.0,584.2311315099223,16.007138615897002,-46.53059834801657,-61.29405518356906,115.83400167424952,272.2723698384301
1.0,-9.84273519751105,-108.24171897453489,-948.3510282084249,-89.24415971493663,32.0,550.0321224875122,15.98094301484859,-48.82009013214983,-61.652513264218335,106.0995513097904,277.2105863719509
1.0,-9.947423361923386,-96.75552644193077,-141.0220467685799,-79.48340258636479,32.0,558.1150509923388,15.98343160323574,-49.70576254755543,-62.042862495557124,296.65096573522965,31.690094356975347
1.0,-9.734868704349983,-102.55563782932188,-667.1385174350748,-86.59172223029576,32.0,577.9779041656127,16.030234894705643,-50.47963496178805,-61.295651496467755,-82.68917968742619,528.2351692525197
1.0,-10.424724226848088,-100.56708129638723,-397.71953985487664,-78.62961646155169,32.0,603.2133245789191,15.997741061844474,-53.8042101169046,-62.69203128494558,-542.6162305119572,1131.1605976077506
1.0,-10.37222144138461,-102.11846757908097,-758.2723258292749,-84.7881254830529,32.0,609.0452618984523,15.996579556123725,-53.64449269424592,-61.67148790164086,311.68473416133247,46.3230677221106
1.0,-9.747953361138517,-103.73661937132727,-616.0362792629328,-88.40629160615087,32.0,568.2344792411526,16.01695687000387,-52.76801168464446,-63.07525547404428,-26.506074943462522,453.48465272890354
1.0,-10.422076676374338,-104.2244826980089,-279.8820251538,-87.54733606623505,32.0,617.4698665175644,15.989013354636837,-42.82517246983853,-62.72533814724556,-172.2308833337251,652.8025234023455
1.0,-10.123128040273215,-92.86491244935706,-542.1267258090285,-94.39276168765392,32.0,551.3595099280684,16.009399493224436,-58.66545390928744,-62.87088709914135,36.233885317173645,364.70611706678466
1.0,-9.457797119199466,-102.63594985747508,-941.1551966925988,-79.86911668500784,32.0,553.70261017817,16.00439143620032,-46.97405475902814,-61.353095074772675,-275.00498760122525,755.3745433496656
1.0,-10.089300414155696,-102.07784431327619,-274.6724673188403,-79.02758042874105,32.0,583.0329100060272,15.97995540910624,-54.00507338895039,-61.0588069700534,-136.0073368311741,605.0091080690974
1.0,-10.223087529336352,-105.51532162059202,-738.3507745985488,-74.28153255192458,32.0,586.855651267338,15.997080117607467,-52.109546969968186,-62.08309793952457,-321.4259084010442,845.7797122082856
1.0,-10.076408398628555,-100.04606892025004,-52.3110298026927,-79.38083903204115,32.0,625.5959304836902,16.018519772446076,-52.328768311609664,-62.016121218612696,-432.2070607146092,1001.2644611496812
1.0,-9.855675800422704,-105.08713764362915,67.62476348777477,-89.95024732215286,32.0,562.185096847659,15.986945144940158,-46.698583712681014,-60.54697501136214,-272.63706953106436,761.0704559351133
1.0,-10.636193721314008,-100.39898143379854,-441.364323545405,-92.14710123408801,32.0,579.0554556964103,15.973627712616999,-42.78465236888958,-62.510579724924995,-256.45454658047356,742.621651293838
1.0,-10.634007678318275,-99.01327765192181,-937.0974086325754,-71.80783285245174,32.0,607.8455397807276,15.980115127705565,-56.571465239653186,-63.0683057294663,336.5688459912624,12.434811405878454
1.0,-10.623577945292551,-97.7822602386572,190.0669623782178,-81.79480510421216,32.0,619.4254898555345,16.0120309887541,-54.957424273999365,-60.920930938603654,-184.27078706391086,678.5444732152378
1.0,-9.74863417557467,-100.38902376305793,-817.1433627899206,-79.74891243196956,32.0,572.4774469049643,15.999080704104284,-48.77161372843523,-61.240997967957945,-580.6852705425747,1153.9967583642015
