X0,X1,X2,X3,X4,X5,Y
1.0,-17.960502959126032,44.235438604612575,40.31866629836462,-72.7204830494506,-26.82175551856661,191.7914588317393
1.0,-17.91221646691686,42.46984192181387,43.33761851970672,-72.5390239314544,-27.578646292838833,193.33898346980018
1.0,-18.01778902824574,43.1740220477002,38.14689562944234,-73.3570026949968,-26.186480517591626,195.78638670309388
1.0,-18.09963303068442,42.87209604730584,41.66858973591477,-73.17615298376849,-33.15714859941063,196.65863157417405
1.0,-18.00605898938564,42.57219948847977,42.79801595694999,-73.08831957119465,-22.127644421749505,195.85239235578936
1.0,-18.061490680903354,40.83469342786696,37.390805074438205,-72.9721269532813,-30.096316699085122,186.39575022881144
1.0,-17.942478885802334,41.11619261436812,42.83174470582105,-73.05748537712088,-26.98773551643767,192.16960075774472
1.0,-17.84269631817227,41.391460015605276,42.91394266608073,-73.0896496759055,-31.763886281868942,191.74711588297737
1.0,-18.124349141577763,41.49806824069939,41.593280452875526,-72.94404993756783,-35.644761650377916,197.87457516315393
1.0,-17.854444806683112,42.52404425633878,45.81426742802168,-72.89852538239391,-26.184753533744484,191.71287990147297
1.0,-17.950311746033186,40.983044051512614,45.04592258250826,-72.77742304814443,-28.07191555025089,191.62660651103752
1.0,-17.884515445206056,40.69645653369738,42.24023482038256,-72.97890594159342,-27.78817313758647,190.42641022523273
1.0,-17.98850538827046,41.31071719275812,37.82869796498524,-73.24723920460221,-28.078351202907395,192.04607227738072
1.0,-17.85660206559368,43.247700519311515,36.90451887009203,-73.20052237619896,-32.674886416448274,193.18598792785332
1.0,-18.015070693904534,42.00611596951111,40.080430188103456,-72.74993514639212,-27.514905212038887,191.75814729972902
1.0,-18.012405504310244,42.86495254957145,46.75219607392734,-73.068474562303,-27.504917098938524,188.4358595022836
1.0,-18.085429828739894,42.27519131819475,43.98359825994337,-72.99223291147202,-26.182842662717377,194.9962595043558
1.0,-17.916997382339158,41.148462601534526,40.161397904335736,-72.36608556812689,-29.696025690457077,190.40074350787526
1.0,-17.84420503275033,42.03311496375767,38.01407860614201,-72.77459604244407,-33.550822551164416,195.37684425059908
1.0,-17.98019590449598,39.63366347579395,52.39541630136333,-72.91844224762352,-33.90966328851344,185.72892506251398
