X0,X1,X2,X3,X4,X5,X6,X7,Y
1.0,806.3013060112097,-85.68118510361937,-84.06867851493507,-236.11221029525916,-92.24251258575339,-173.05107741376295,40.0,-542.375675367759
1.0,797.8232046366264,-85.47370696464172,-86.0720537969529,-926.3562608144239,-89.251025052322,-123.63907610379997,40.0,8.906271410796979
1.0,795.7921017857535,-86.70972718106334,-86.62488474553899,-640.7983677397388,-94.75702197151485,-184.81048344197123,40.0,-270.8149836147722
1.0,804.755989791729,-86.46189252450918,-89.80544278884304,-815.5761364954208,-96.1818975789555,-2.6060054928304908,40.0,55.55951791140318
1.0,812.7165518966646,-86.19396924046319,-89.0928330183562,-190.283474965776,-94.1114992393555,3.7767909256479584,40.0,-384.29627503221303
1.0,803.2311198998909,-86.47306969012637,-83.23385682972678,-109.13853788366328,-97.03179742542888,-228.77098456814687,40.0,-698.3742542382734
1.0,806.2152444337845,-85.69317442736444,-84.8787561265372,-554.2102099153728,-93.96278458239411,-88.56612929320488,40.0,-225.90409435540042
1.0,808.5318928140914,-86.7775675450219,-82.38933455802075,-560.6021127953217,-92.64576997757015,-108.96392834599914,40.0,-240.19757355406256
1.0,795.7638118962204,-85.14351307881736,-80.67800356947645,-514.7581849597476,-95.54530998924082,3.905830026138858,40.0,-150.75238965695308
1.0,809.0069329332839,-85.4780001787676,-86.02667869784794,-804.3594422941532,-91.2261508966295,-315.87294921557793,40.0,-289.1547703714556
1.0,801.9990828594941,-86.5001297090871,-81.52866573433926,-392.8851855475576,-91.23508849507155,-0.7916562668908114,40.0,-238.65508582090442
1.0,811.999250037239,-86.44669433420074,-84.8024975867583,-222.49248571248881,-92.39184252129206,-93.96013343592037,40.0,-468.6235328026903
1.0,809.5759368116873,-86.51959285764394,-80.01946038362087,-263.2004384330511,-97.01955529422897,-115.00227780277567,40.0,-470.4619449697858
1.0,812.1091594199521,-86.11889205177387,-79.72776718072717,-568.2633707487532,-95.1438374219599,-113.78630506761723,40.0,-245.20906435454378
1.0,812.7297375014124,-86.04191299364491,-81.84587243128452,-739.4564259222261,-93.4314069932838,-290.60262834266666,40.0,-317.0902387921904
