X0,X1,X2,X3,X4,X5,X6,X7,Y
1.0,-53.07506133234112,-231.0840546234149,728.8819365659172,17.011665583781895,-306.0421110728517,341.76700116383046,92.9614536396027,1017.0136951459307
1.0,-51.08409415623136,-391.7733272771071,554.9873461575967,16.06398159524065,-19.980055639797115,502.6516462654689,92.75700019310865,682.4462425916132
1.0,-49.11556663225964,578.6972680863096,551.0637999982348,16.313459959303266,-173.57830310286414,416.4762518316698,93.42450266013654,707.3978031544744
1.0,-60.09880552394345,738.7143546035722,693.9394352257025,13.369623080111445,-556.4529784423127,270.29455030778837,92.24012683079235,993.3807885573741
1.0,-47.51995109079727,-41.54275761906706,735.2631355811269,16.13086838631072,-312.55888508332,-3.3966949626259844,93.19090379755319,1139.6113789125552
1.0,-53.35956226878142,-293.86881303770673,703.1229338513947,15.222738296260621,-589.1869287737353,361.60412844124363,93.4377898644833,953.5967572454058
1.0,-52.74874148736127,297.0372213241694,566.0256723056863,16.692951923547948,-148.80445565041077,449.21081403412484,92.80972285392264,726.257989107105
1.0,-54.34901357683909,-648.727835958256,578.6723560228156,16.01949273300272,-423.2975398781622,479.31447851463315,92.40407675865724,732.4088506155582
1.0,-56.69984653013816,-65.80534540907001,540.5649470468218,15.828410309437398,-145.24353006166143,289.5652646995324,93.25925050933111,746.9008309204722
1.0,-56.42691653603246,266.53692674788886,649.510833229366,15.81001175894535,-612.0554470494591,341.7217693259673,93.24525691583305,892.0356765134065
1.0,-56.61692162128273,-406.44243378748484,559.1773442955985,15.956722174975784,-84.81513038032642,426.4846849082196,92.9522814189455,722.0712324226646
1.0,-65.927824230373,-175.9852606318192,515.7101492208545,15.392420165618567,-350.09393060758117,265.0031438196187,93.76632380144379,727.2401641128056
1.0,-64.03814046205957,427.20558839640444,500.8691934267186,15.275584627522573,-474.465280435508,226.77872784230152,93.23241317044047,708.2613367888225
1.0,-59.339083560935,192.28245407438874,571.3609689103397,16.29044659571232,-56.24643314904438,353.23504030678043,92.95798021811672,771.0745157486417
1.0,-50.77696048011966,429.35730195405495,647.8111531226377,15.714255810554786,-86.64796159668936,554.904175631382,93.4700676165491,801.3826953315493
1.0,-63.18998690299803,-243.02682487728936,645.6934424301837,16.458954703296836,-577.3687964871763,267.3403328124776,93.14937365383389,917.8421598804789
1.0,-60.39228035697683,626.1917531647196,606.6864459475822,15.366937934628217,-327.008951035276,528.5121185265922,93.76274021536821,757.125509922009
1.0,-65.43655344165873,152.46269573657162,672.2070477182608,15.911273774907773,-92.25218989071595,153.24008647103324,93.02408775953955,1014.4817780931209
1.0,-69.58492537181222,-582.3408524324994,484.2902744586405,16.7641914070559,-388.45862605523666,558.6833018548755,93.72818161052368,566.4027637657437
1.0,-60.29286317500772,638.8956566032828,580.7170130383038,16.020128150389024,-461.40911675315607,400.75524045431854,92.54198359656691,766.1777956651546
1.0,-51.64950129753616,-82.64996004429133,502.09258421281527,15.457715248786135,-592.2586696540856,500.55802350565114,91.95783313035871,593.2956731125795
1.0,-55.14161870351986,-210.8079429363545,538.9771666630479,15.156346370647686,-127.56063371544099,331.6238626146808,93.1279272225144,726.7886929992534
1.0,-56.816576051236716,-729.5153769513033,626.9014226668942,16.211968024099132,-290.31659673048,495.38060433894384,93.44629921063951,796.7963049040909
1.0,-54.9640345340108,773.3051480959184,734.2784562141637,14.860086903362452,-549.4002749206754,551.4904261327723,92.59465127256748,938.0550300446495
1.0,-59.34709817951565,-43.775730685020335,687.4966991821528,15.247693436338446,-209.39452101840732,494.66742195976155,92.62625684691704,898.1464010761498
1.0,-45.09358196461214,-185.98106245660358,538.7068114459814,17.039933609049097,-378.6632118858905,396.20413327354584,92.95354359284535,688.4008543693482
1.0,-55.00367226131545,435.0281825862976,572.7331095781426,15.125417654979376,-442.1528743481034,21.586329716935246,93.3524673838636,891.7790641812414
1.0,-54.00686200683111,425.2474482337118,600.5214720368065,17.15929558985065,-662.4404610348028,237.59868746968152,93.02764882646072,848.5081952224405
1.0,-51.84560823321778,-534.4815408174167,541.8691950959283,15.811208740130105,-517.8869078970956,263.3476712942877,92.05486083073876,751.0308926927942
1.0,-67.26390602323919,-369.69440727328094,467.9396535721146,16.75649746046511,-214.5104057511203,419.22938093253646,92.83865351185095,600.3712632875763
1.0,-61.337766376057935,-121.88326366976275,481.9067080623177,16.001977001105285,-91.38514163767104,19.711854179276834,93.47173931938211,761.7204960772866
1.0,-59.40377112370166,657.7775483005339,594.1970233043703,15.050961690036843,-320.496415192144,559.8240775236992,92.64662824756628,723.0919578094315
1.0,-63.04072475999898,-650.6533057791669,600.1054632271996,15.79952024813681,-249.99138521284095,44.79114357752146,92.59551326343576,942.367639890041
1.0,-51.72431200786627,-245.78901103391524,567.409226264498,16.158763584519953,-456.6576722097577,153.45255661173564,92.42918799834204,825.2456215742379
