X0,X1,X2,X3,X4,X5,X6,Y
1.0,53.17181805963622,784.778161748178,-14.677884939480535,22.32053203968724,-6.713024497533259,-82.0,-130.96927979945565
1.0,64.28060124213431,649.9076950129947,-10.408911178893074,26.366646670258906,-7.246154454508527,-82.0,-132.13156120285194
1.0,-160.0723138988979,610.4867257970568,-11.528558780973954,25.69177786036278,-8.058028876911747,-82.0,12.497911897952495
1.0,-15.884288305518993,733.7290076837506,-14.909519231626385,26.04594768534008,-5.361176367178754,-82.0,-82.21251142391722
1.0,-217.25630609382216,605.8931101176529,-13.412751319165817,25.15033609198666,-7.143770836664011,-82.0,65.46609891811865
1.0,-109.85373353595651,904.8555978584789,-14.341485483696458,21.5258276809867,-7.799768083625189,-82.0,-11.365915586981282
1.0,-76.52775238709944,229.66631940406717,-14.869275754094911,24.27713673051676,-7.30030704455943,-82.0,-43.12003429782641
1.0,-218.83544233157448,835.9589254720288,-14.336199169304813,25.326992805558586,-10.26733945561729,-82.0,53.664106089598356
1.0,116.8637742896716,451.82472123000565,-14.514110619247084,22.991704052834688,-6.3381920663954086,-82.0,-170.49928193013307
1.0,-14.280345316844745,343.47311999766043,-12.129166974673186,26.02496927102256,-8.420807643606846,-82.0,-85.45214532683913
1.0,-13.126690878293033,705.8522007355409,-15.535199086256895,23.939018477011743,-9.050136867553341,-82.0,-80.8393151102171
1.0,46.08299363016562,551.8919162718353,-12.05947313758297,23.163816389339274,-6.107957184493668,-82.0,-120.11839498074134
1.0,-117.63900846573785,717.4355351291122,-11.647269615473661,27.923763971550212,-6.349383866076194,-82.0,-9.994865552021752
1.0,-140.16008360961538,663.6571679205276,-12.240043946373241,24.408247226287926,-8.978632918500676,-82.0,8.03531185702773
1.0,-164.80015633638783,772.2920593396802,-12.794357879478754,25.707785107597907,-8.637868958101532,-82.0,20.065018462349947
1.0,111.26077727092479,484.48153202156703,-14.472136829808116,25.173290930093806,-5.6347278326705865,-82.0,-164.38416824415577
1.0,-220.12825609510926,622.3372288140048,-12.498345581779077,27.487228775178103,-5.310093002899577,-82.0,60.583003935189474
1.0,-100.1577152500588,651.7116499451448,-10.723804629859096,25.418945310151816,-8.10160179374943,-82.0,-22.39935624686277
1.0,-6.235803995054937,269.2223790052125,-13.638926317330894,28.508234774039234,-7.376714823897213,-82.0,-88.24575948193915
1.0,-219.06572504249905,605.3331754040983,-12.661398001111563,23.88965232345844,-4.806100696420128,-82.0,58.154561416319076
1.0,13.157305205822752,535.7030397404587,-15.971251856428825,25.329909988173448,-6.762313492784602,-82.0,-100.85891926817854
1.0,-226.66833567799523,731.6759562950278,-11.544093590418287,24.70119039511749,-6.9675371813633795,-82.0,66.16332203347973
1.0,-216.9728259652839,534.2202360388744,-14.935486054472353,25.766191836984138,-4.576894672009681,-82.0,58.79595764221786
1.0,38.29161879609853,816.5310972521173,-11.084723770920728,24.918046250190756,-5.459042942508464,-82.0,-118.64122613965576
1.0,-194.0936048625446,396.3155595493978,-15.172664481870605,25.65012790794373,-5.342400257604881,-82.0,38.10138997556297
1.0,-133.51300742987624,814.6764958229181,-12.067137701005109,25.968540354408283,-8.110130434268417,-82.0,3.1809578500665423
1.0,123.35579409391437,844.523339502339,-13.054406347233911,23.578921109176033,-8.345377071797845,-82.0,-183.025042207637
1.0,-105.78907679019756,909.000492098082,-12.367881423223,24.970592116922173,-7.164331337506938,-82.0,-17.98464906378107
1.0,-62.0788779199695,300.10763663308154,-10.365540789713457,26.689213629772,-7.749067200675465,-82.0,-45.00099997970783
1.0,17.38543853652169,474.5063244916495,-12.865004185877048,25.388513659872768,-6.689757224582771,-82.0,-104.47706222436592
1.0,112.1014878467463,464.28054949712276,-13.752413611917476,24.213399127456952,-7.4153372232765165,-82.0,-173.09513267240203
1.0,126.17635011778452,711.5751200669501,-12.675366896119938,25.13177793396476,-9.13135538924789,-82.0,-182.77123587373862
1.0,-51.83458054087788,736.4271277590716,-12.98830858212181,25.141927611297636,-5.722246071025351,-82.0,-55.508202382715716
1.0,-34.59839876274435,459.8658003820318,-11.81120753483165,24.119680595752367,-6.745642409024073,-82.0,-59.930881454252905
1.0,-84.90260155660744,729.4606994065034,-11.743295195324837,25.03110450268642,-9.3518329554201,-82.0,-36.239486112528084
1.0,-36.848578145246876,667.8268810715302,-13.34726979144497,25.86688924003636,-7.184281769627106,-82.0,-70.48282934683938
1.0,-175.313733001002,394.4757990446077,-10.215881116663313,23.760369944301047,-9.23470310162456,-82.0,37.39477511737836
1.0,-89.90497390829307,620.1093109740599,-13.924168844859244,22.598495973500707,-5.743402775865838,-82.0,-23.60500460987909
1.0,30.193231557807167,746.5146482539453,-12.262429305926878,24.976842639346014,-8.28249548892692,-82.0,-108.20393441715542
1.0,-226.58357813543088,830.5412323771004,-12.455035524111818,21.717618679770016,-6.827421832038372,-82.0,73.3440489060672
1.0,-150.53853238765586,267.46041385501485,-13.41449864810154,26.23719619465104,-7.175233132073885,-82.0,9.708110605948713
1.0,3.8168370895184864,879.1853007748134,-12.969785759923006,21.67049466561537,-9.74962193149775,-82.0,-89.84470433226079
1.0,120.21113901855205,305.89731834804104,-11.731121642347661,23.687557130255268,-1.210239347854844,-82.0,-173.8279823067249
1.0,-117.76535403739065,876.09580616716,-13.920960872962834,25.124579531960357,-4.532145563521899,-82.0,-13.223845235485031
1.0,-95.43050471978503,836.2847425279799,-15.439515171835303,25.932815091378078,-7.2456843203856325,-82.0,-28.556182239963594
1.0,-226.20009146654849,563.2757343371034,-12.248589858035054,23.518969670251558,-7.218840309485527,-82.0,68.08137791211766
1.0,112.85496418711296,451.43030974502074,-13.978957811871535,22.866561437984835,-4.312843466242239,-82.0,-165.90091920944226
1.0,-5.117202560860477,425.72663814362966,-11.106799314726704,24.8772837232083,-10.308464628061522,-82.0,-83.12435459006147
1.0,75.9814389570588,473.9806089945878,-13.658610998166271,23.118555386098958,-8.044574607301001,-82.0,-142.48779421160265
1.0,-215.82224924431083,353.7407055935953,-13.444537288625083,26.087410500679113,-7.752099670519691,-82.0,55.71520243271651
1.0,-21.376101485185217,451.9562951865088,-12.502559861271502,23.92454631941141,-7.659575049876922,-82.0,-78.90085659390559
1.0,-88.72494808175256,878.0059502549603,-15.006623381325213,21.7499214186371,-2.808608765776052,-82.0,-31.8505125564207
1.0,-233.78233689167598,265.1603336177278,-13.150598693650373,23.8403612092267,-8.392580373464487,-82.0,75.7948434035866
1.0,-162.39779718769694,487.1611493858707,-11.236608047741587,26.379778282847997,-5.79410351832708,-82.0,22.790490968949076
1.0,13.668343139682577,903.872179644117,-11.21426744825093,25.926369786783102,-9.592269790723314,-82.0,-105.03902951595994
1.0,92.78601754516956,756.2578155008778,-13.13760592659377,25.76611782303466,-5.505203446285225,-82.0,-155.72382701987286
1.0,68.39429888339345,312.73856872523,-13.132399625337797,26.019470760078047,-4.7031710271581675,-82.0,-136.5399426249425
1.0,66.52464112479959,695.4574453771972,-13.331781680819892,25.664699835029985,-7.270225497697143,-82.0,-135.13055098189236
1.0,88.17957566581714,893.1976725951206,-14.680399221898586,26.261088697235962,-4.588101643089875,-82.0,-157.40056253493287
1.0,-136.15754903033087,917.4753117677172,-15.596177679452682,26.653332248739765,-3.8725937114277555,-82.0,0.2152980930014321
1.0,120.47201631353619,627.0971425111927,-11.593534322859941,24.403641015100966,-9.276967442586358,-82.0,-183.2231775979447
1.0,19.833881483838923,889.4620123522195,-10.3999589203766,26.215355600501134,-4.497768736623696,-82.0,-106.95644686751378
1.0,-12.920989013823345,381.95188359221765,-13.181350322458272,26.021909548229836,-4.804449816652794,-82.0,-85.06523133833232
1.0,55.26542661306388,663.1366212444971,-14.470920316707556,26.836720414081743,-6.799106530511239,-82.0,-132.25812766791876
1.0,59.586259756654044,798.5540121099283,-17.084449400984607,23.460861177260096,-8.964595646512645,-82.0,-138.58351887924144
1.0,56.609536786958756,288.14243076050053,-12.038835342837169,26.828338130260075,-4.54762829126414,-82.0,-131.75673191564292
1.0,-58.8994559230521,418.74345840962974,-12.500665786841285,28.109461266488804,-7.055243253845834,-82.0,-55.61700800626911
1.0,-238.93430476251598,912.3080252302934,-14.044758952180619,26.404057135564436,-7.4797921274508985,-82.0,72.12982835705266
1.0,125.2850115086921,771.5342461803609,-12.314332745386535,24.99215565704653,-10.344866935095444,-82.0,-181.94398578810356
