X0,X1,X2,X3,X4,X5,X6,X7,X8,Y
1.0,-61.58809627345743,-70.213098328695,-23.219230518226937,-548.7775142626009,25.823105172921164,-49.85496036369212,-895.1983925002298,74.82827343460636,-175.9630502343855
1.0,-63.4338746692431,-64.40736682818783,-47.78181084465449,-620.0023978632247,31.335491668818236,-40.12225465921531,-750.7537473805737,71.9056888195869,-71.29577919747288
1.0,-63.06636909198362,-73.0579561077427,-44.47165467961043,-708.0370562756802,29.5061973419145,-36.94916759988464,-753.5828953378845,72.86951578439167,-6.475717267532097
1.0,-63.137823126463594,-68.08339410872603,-31.52254872308286,-361.59849313124477,35.8116228343765,-46.681569544130234,-906.2067108391673,70.7597749420413,-326.6536101225461
1.0,-62.669549136441226,-67.10702440868153,-44.88894758461226,-716.7063966729276,31.849065113890376,-36.04148595517349,-845.0589969218363,70.87226177537526,-51.66367256724236
1.0,-66.91801344507181,-65.2265377922012,-34.78941950795973,-714.293217787298,30.25389871237015,-36.23578302117132,-593.2291031867521,75.85992210060944,109.71446897861343
1.0,-61.16138798701287,-66.7956246575952,-40.74794043269127,-575.2022844655859,29.07517713719547,-44.7626738090318,-843.0701059517362,75.3085384092021,-149.79377402001182
1.0,-66.3786241596747,-68.55808066291527,-33.757617293811904,-488.8645627746095,30.102781027033746,-42.85158418950884,-893.7776446375439,75.0681758485283,-234.04939040921465
1.0,-65.69315087227064,-63.9842970038512,-39.798530527554014,-422.3750817996055,28.213126623225754,-44.25906875554214,-668.7946316226623,68.69148177319437,-156.79607621464007
1.0,-62.82364301069666,-73.02466779600113,-43.4737647871542,-700.9507418964504,33.37663126528882,-36.714298177275126,-658.0715284643368,75.51193710171454,48.73443357464804
1.0,-65.59451123234109,-67.75451559199014,-47.746856415102634,-718.5742617600513,29.692576843790565,-49.15523708935543,-572.8826204006866,69.97098765414825,97.63008085185821
1.0,-65.7668113764489,-66.13242389448745,-38.76401297952491,-463.70905858961265,31.01958926853908,-37.23015261811536,-625.5061431206714,72.42098942277964,-92.32987720966088
1.0,-60.94297965465961,-68.10610094702345,-37.35427832518487,-328.74217076465976,29.557803084407652,-40.66369947975006,-902.8570020723666,74.72132555913898,-345.2907532454849
1.0,-65.61519162883445,-68.98304950309851,-26.35135947306308,-582.2083313942742,28.36895649835855,-39.95807462368655,-896.6139034039825,76.5398052064382,-154.58194679682148
1.0,-65.71879204306674,-67.15500950444887,-42.066326208026524,-615.3667136455907,26.004931087476233,-47.69110240631029,-756.7901909307895,73.5711162303789,-73.99082006104653
1.0,-66.33151099119655,-66.17290654905445,-45.872902621226956,-444.6983618945418,29.844443470636236,-38.526592470051256,-719.8682936536363,76.40126709381195,-169.61466877619708
1.0,-63.429581762613545,-66.38801025336805,-47.203715590812735,-579.5005302972158,31.702669390189012,-41.843811117102035,-744.9280917831849,73.71482198864689,-93.44273589412217
1.0,-63.957145592595225,-71.00529133843197,-39.709582685447344,-546.6028091315117,28.45238100544558,-35.17289717533635,-815.1362233234123,73.46842398577574,-148.98483577657447
1.0,-62.843519767719286,-67.33728743941204,-45.809801567035045,-317.39324793840615,26.799715067686698,-40.098909922297814,-720.986356657425,76.168675711816,-256.5682619729135
1.0,-62.34857526418355,-67.56391134734642,-37.96592618805059,-570.61769905358,32.4566374819297,-55.819037564397995,-577.3234845401084,77.06612209329856,9.70964552998089
1.0,-61.36097318174284,-68.27548008953777,-32.354793851529024,-689.0736400324746,26.815727197570155,-45.77267983332214,-660.5769613705288,74.4447433293646,48.894237301020304
1.0,-67.16824322374713,-67.29037830938383,-30.43637172390273,-460.9304226398994,28.30094719614889,-41.919412444926174,-760.0772986650272,76.50873844089675,-161.3393419023606
1.0,-63.12003980169569,-71.33695717335283,-43.572326192606184,-670.837436688758,29.82094307433105,-37.342938645072614,-877.7176750648244,77.73786814727099,-100.06987844534771
1.0,-63.33266671315913,-68.16095032109423,-27.537702197304515,-646.5044926088227,34.572081409094764,-36.88735828332806,-895.6075752278891,72.93536957389733,-111.91525644635871
1.0,-62.96777862255274,-69.19064493396556,-33.46337112347081,-495.5723655697946,28.071172888592873,-43.985834316886056,-784.7207181284259,72.67367784351883,-160.3259165832392
1.0,-66.25535131865605,-66.96273334174087,-37.749382317610134,-462.17389956864,32.39234209830002,-28.745721617300923,-752.9630957545301,74.13271478896023,-166.1713437746973
1.0,-64.92439235514912,-69.17400122238949,-38.44480346897277,-444.41639667095063,30.256152350647888,-35.00880931493677,-789.2929960307384,69.42536600014371,-207.31358967774202
1.0,-65.82438380223118,-66.8405770536533,-36.61396411901556,-460.67804595567776,31.543074234229373,-40.37281982122752,-577.707600737969,74.90915662290557,-60.183395243593324
1.0,-62.38228408098185,-67.75784386064763,-33.09790278922823,-344.91924695400434,29.827560820437466,-39.31764898273727,-634.0148107733273,74.13039554425505,-166.42868177594053
1.0,-65.7120772884244,-70.35130908346727,-40.73021847567163,-598.7918727671715,30.68866771650027,-54.82130983379649,-881.6161257681991,72.0744657054178,-156.39017137245702
1.0,-63.56257111901876,-67.07655541996913,-52.25796709835741,-531.1746379593469,32.16973396525469,-40.197143116754184,-571.2842359033143,74.0819951327623,-31.46687052803393
1.0,-66.11397376921478,-68.08769054358842,-31.740108613210815,-620.9176095304028,32.90808499660984,-35.71323610266829,-685.5465216322953,70.61755101299838,-12.412606004927312
1.0,-63.08240363755436,-69.21299238075561,-36.67266088531589,-561.0108231278685,27.396975825956844,-30.651799386255433,-843.5580138381,74.12780996439837,-147.45781297946039
1.0,-62.52085327579856,-68.67746160976264,-37.67670096842433,-544.4394443240977,28.299707855302046,-43.25705981427405,-647.892081834478,71.93581141209573,-45.63108592815923
1.0,-64.66317180563262,-67.66889484469793,-33.823074417156874,-315.7272149518447,27.104431644708143,-39.37850832253742,-564.2113220233136,72.65528307013616,-149.76753452882224
1.0,-64.20315007219413,-64.4996721183193,-39.0780402193954,-345.9679904607059,30.358322723131582,-43.862917604598344,-582.5869548369843,75.1371074096138,-147.10165373972197
1.0,-64.43971495927096,-70.63242463540627,-43.2591338027081,-613.274325453429,31.30946962189059,-35.91503945937448,-804.067286756609,74.67324255099692,-105.62554591004297
1.0,-64.49753908384012,-66.61197336793258,-36.1144218884224,-593.182549334806,30.844110477738088,-40.33088942844235,-635.2119747079205,68.83528614104983,-6.949262225176108
1.0,-62.93209562222787,-69.07913264608013,-30.108243347966923,-527.2443657481484,26.15973228511771,-48.71366325495829,-888.9467138915759,76.22153619121563,-196.98238955088613
1.0,-58.80208592725663,-70.61645593651566,-37.053021026140684,-567.2303373459685,29.93175870231817,-44.27429831824455,-831.2151402375649,77.23288119967451,-136.52883253834457
1.0,-62.34136212126152,-70.34167599352543,-44.00032691553382,-616.9292927300141,27.61393940205435,-37.12851937699431,-655.3593753709648,74.9612292400984,-5.363925096698175
1.0,-64.2860850429262,-67.09565102041643,-31.594812042380784,-628.8203561350538,31.734748677079892,-45.51185800597089,-773.1583509178035,73.8440290956072,-57.718304154727505
