X0,X1
71.99555110708712,-62.90206992544658
28.461118258154535,79.05557384803166
42.76083972809278,96.51407075830055
60.50212984189006,-62.3589378214122
16.516518778596478,-69.49484823128086
29.020007976294487,-66.01765954585379
21.628307182574027,78.67394938217217
62.68550191035825,-86.71236853377191
-7.2775716125608305,-30.972557742324824
24.330941561234578,88.55253807238265
37.45771357743566,88.39132412330228
28.047215001624917,82.42299746504315
24.936570322211633,85.17541698240986
-17.169370301994935,-103.65086625634332
-68.38744174722466,44.716003678058065
-2.186944807515646,-76.79136724220095
-67.4112071568986,45.186784709399944
-5.791861990363174,-26.69923417200446
-68.19123260372491,44.12078054780042
22.098760403859398,105.07893890204356
-65.41599797766118,43.78515436133341
90.23733566866872,-88.68750807388206
-68.33870721250511,44.69375385045352
43.816231506406766,81.66012560014094
-67.75447926372271,44.46385674888008
32.19023482969015,92.01908157996225
22.15787750836588,89.65906402911862
-67.68906404348675,46.224065926996275
5.679987290313566,-67.10994781437373
26.578264932857078,89.35909812319618
54.27466522501599,-77.6208052620415
-19.486452817478238,-29.691047428593016
30.934008756104745,97.0235616003215
56.280760930826816,-88.11267044920118
72.97911070269798,-46.77165708752147
-8.243757761035672,-98.42512812423354
-5.363693950160615,-69.72136849506846
78.21015601278535,-53.84710548471358
84.53424075626737,-68.03397304375393
-66.76200001792574,44.43680390518916
27.873751959705793,86.16425726987333
-66.73147039483365,44.50903785279365
34.20952553540451,79.8386550134581
-67.66839573400328,44.36771356230243
76.71652365209509,-91.86488406107763
-67.7490288790572,45.08933330246977
7.1524883660668905,-82.10290441625311
93.1930865565294,-69.72697840129545
-66.97353836327005,43.81751787116796
-5.701143735824317,-43.523956509706174
38.00295838137886,100.21868973109974
26.204980524486007,86.07445254522555
68.19766040690529,-70.51777426341675
66.74694576289828,-72.31144239572777
11.729122535980053,-67.3172035749423
-44.32674259000022,-98.23726439152051
0.5493943124483422,-51.56509535391328
-66.33524489571016,44.333765461411424
-66.26802678093235,44.815961441259155
91.45339592565591,-60.70158898014321
-67.75466057621308,45.55544946318268
29.04881793325755,84.02846962957673
-67.75545016119364,46.3599936865007
-68.07604304583398,43.252398304760845
-67.28724016158309,44.34577758781983
20.095880446883974,88.96504077150551
-54.88610498039748,-63.12266675623058
20.342744154030576,-68.4268679062683
42.837042758925485,-43.36314511973219
-26.638297089785127,-66.13320469674309
33.69733353511209,97.07343916521911
95.81384891329803,-66.2388259782613
68.14190463541145,-64.23997378494498
56.09851929060016,-62.25823360939897
23.735239553630237,-89.59437253265222
-67.22734199541803,44.97460202774602
67.0726691497475,-62.886923190910906
95.9636709784072,-71.56125350624924
30.125674212589956,84.12452851659809
-67.98571283956265,44.111003458764245
24.599569388401548,96.86448693939856
32.166998853755565,83.14967368975715
-31.628909038332118,-74.45896506624672
46.405150298319725,103.71822142960194
70.4655891149647,-89.98473730344541
23.954813672866596,87.90495434402075
57.95338305906402,-49.56094236175492
18.764408459599125,86.42572314320826
-67.13765283093761,44.201532200879114
-15.88289124353246,-63.97206218945519
5.292181676281249,-76.69857316856844
-66.29324989618245,44.912196681295406
78.04693883944356,-50.41870983896909
26.229648353967015,92.62977527173473
31.606518624226567,83.69973502987467
-67.63196717762746,43.864550928301966
-64.76789571382332,44.030158500911305
-31.491537760288637,-41.51300433690507
87.64503394500319,-64.67532449764451
30.247207615617924,97.71675694932124
93.90327049683498,-42.14158209551136
-18.229458983939733,-46.56123489809525
-66.60517119710009,44.58346712312462
-67.84256788124792,44.47894687558409
-19.073349870735694,-87.17815217176121
66.15676031194924,-69.28112686885535
27.675557826114694,83.43372727512258
37.192138325063624,90.21784344411638
-66.68528408000292,43.307540128068645
24.390690196725963,74.53958863184756
-67.16810670923232,44.378467938905175
-11.487158863178665,-71.99197058261929
-67.38570164447928,45.23424568577377
-69.30355614894776,45.28009460802525
-69.36990798863532,45.72215119930556
33.91184140364752,73.88992456061578
53.36467913923636,-76.88465574213411
57.08327212005153,-77.36832778706486
101.98964609973305,-61.256683889706125
0.2648981867897753,-93.04261129001591
-21.13063238234101,-48.201745759968794
19.716197811932766,93.41997624080862
37.03081411827316,81.7023220536943
28.633392287547505,87.35751832951493
-16.94988054603155,-37.06121913805491
32.54797991915879,86.93327165950656
-12.56534888902611,-76.18363319899724
96.42194133455519,-51.332169854839336
22.24723636055085,87.60065576022934
70.17089209950883,-74.95634021876627
-67.93427677184084,44.793488056697
-14.695039653755611,-47.03182191819473
11.536743121277695,-65.79896471035596
73.04972195148724,-82.11014074035852
41.01224117162678,82.9581727767511
56.674177224662216,-75.81101450817359
-67.4115086014258,44.6124948870194
-67.68734833616814,45.08539117685504
82.14468236366316,-41.704191923850566
-12.323655953042692,-40.18960725103741
-23.738220316964043,-84.81882557143445
-66.838955589042,46.28058166106791
-4.9847522483256075,-67.4954552553068
78.15887544425057,-77.2988459218845
27.38626868794911,88.91420070049253
-69.0093473937371,45.8412499418898
-34.577481548998165,-71.47948725376615
-33.953326234419876,-84.24676360946418
34.0699343558389,98.35172979780091
-67.71595270717765,45.22201223782984
-68.32342034198001,45.18155913794388
72.81472690433264,-65.40460767379061
-9.657506804612762,-85.10221222972305
-30.338390917843334,-82.48112112707457
-66.56053718395789,43.31340888789539
76.00759067421858,-79.74027009445172
-4.082995980020739,-29.803227545605168
18.029139942749268,94.2191136109832
-67.82920307646526,43.802423741320005
-68.35948341177156,44.595055680519884
-26.41594054788405,-66.44697153264521
91.70365442493821,-74.48414622628789
-13.409023045087062,-112.6124737234084
-66.2399513223044,43.34372708594939
80.50522282660953,-73.16106647307925
-66.19048280084894,43.9000498964372
85.38576178346932,-42.815636843785555
-66.923473659359,43.558556244749134
54.34161725869103,-70.08196509088692
-15.334500987799688,-90.58356493447303
69.28932622869667,-87.07527723686218
20.3567720054885,94.78538906132957
58.76963396383135,-70.07924271808825
28.368031077537434,86.84687620952447
73.74071086011354,-91.18303708851253
